train_no,date,station_code,station_name,delay
12314,2025-11-04,DGR,DURGAPUR,23.0
12314,2025-11-04,SDAH,SEALDAH,-11.0
12314,2025-11-05,NDLS,NEW DELHI,0.0
12314,2025-11-05,CNB,KANPUR CENTRAL,10.0
12314,2025-11-05,DDU,PT DEEN DAYAL UPADHYAY JN,13.0
12314,2025-11-05,GAYA,GAYA JN,16.0
12314,2025-11-05,DHN,DHANBAD JN,7.0
12314,2025-11-05,ASN,ASANSOL JN,22.0
12314,2025-11-05,DGR,DURGAPUR,29.0
12314,2025-11-05,SDAH,SEALDAH,1.0
12314,2025-11-06,NDLS,NEW DELHI,0.0
12314,2025-11-06,CNB,KANPUR CENTRAL,17.0
12314,2025-11-06,DDU,PT DEEN DAYAL UPADHYAY JN,7.0
12314,2025-11-06,GAYA,GAYA JN,13.0
12314,2025-11-06,DHN,DHANBAD JN,5.0
12314,2025-11-06,ASN,ASANSOL JN,19.0
12314,2025-11-06,DGR,DURGAPUR,21.0
12314,2025-11-06,SDAH,SEALDAH,6.0
12314,2025-11-07,NDLS,NEW DELHI,0.0
12314,2025-11-07,CNB,KANPUR CENTRAL,5.0
12314,2025-11-07,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-07,GAYA,GAYA JN,11.0
12314,2025-11-07,DHN,DHANBAD JN,7.0
12314,2025-11-07,ASN,ASANSOL JN,29.0
12314,2025-11-07,DGR,DURGAPUR,31.0
12314,2025-11-07,SDAH,SEALDAH,6.0
12314,2025-11-08,NDLS,NEW DELHI,0.0
12314,2025-11-08,CNB,KANPUR CENTRAL,14.0
12314,2025-11-08,DDU,PT DEEN DAYAL UPADHYAY JN,39.0
12314,2025-11-08,GAYA,GAYA JN,42.0
12314,2025-11-08,DHN,DHANBAD JN,26.0
12314,2025-11-08,ASN,ASANSOL JN,42.0
12314,2025-11-08,DGR,DURGAPUR,46.0
12314,2025-11-08,SDAH,SEALDAH,26.0
12314,2025-11-09,NDLS,NEW DELHI,1.0
12314,2025-11-09,CNB,KANPUR CENTRAL,15.0
12314,2025-11-09,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2025-11-09,GAYA,GAYA JN,9.0
12314,2025-11-09,DHN,DHANBAD JN,2.0
12314,2025-11-09,ASN,ASANSOL JN,17.0
12314,2025-11-09,DGR,DURGAPUR,21.0
12314,2025-11-09,SDAH,SEALDAH,11.0
12314,2025-11-10,NDLS,NEW DELHI,1.0
12314,2025-11-10,CNB,KANPUR CENTRAL,3.0
12314,2025-11-10,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-10,GAYA,GAYA JN,2.0
12314,2025-11-10,DHN,DHANBAD JN,1.0
12314,2025-11-10,ASN,ASANSOL JN,23.0
12314,2025-11-10,DGR,DURGAPUR,26.0
12314,2025-11-10,SDAH,SEALDAH,-2.0
12314,2025-11-11,NDLS,NEW DELHI,0.0
12314,2025-11-11,CNB,KANPUR CENTRAL,23.0
12314,2025-11-11,DDU,PT DEEN DAYAL UPADHYAY JN,57.0
12314,2025-11-11,GAYA,GAYA JN,58.0
12314,2025-11-11,DHN,DHANBAD JN,42.0
12314,2025-11-11,ASN,ASANSOL JN,62.0
12314,2025-11-11,DGR,DURGAPUR,69.0
12314,2025-11-11,SDAH,SEALDAH,56.0
12314,2025-11-12,NDLS,NEW DELHI,1.0
12314,2025-11-12,CNB,KANPUR CENTRAL,12.0
12314,2025-11-12,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2025-11-12,GAYA,GAYA JN,2.0
12314,2025-11-12,DHN,DHANBAD JN,5.0
12314,2025-11-12,ASN,ASANSOL JN,21.0
12314,2025-11-12,DGR,DURGAPUR,25.0
12314,2025-11-12,SDAH,SEALDAH,7.0
12314,2025-11-13,NDLS,NEW DELHI,1.0
12314,2025-11-13,CNB,KANPUR CENTRAL,13.0
12314,2025-11-13,DDU,PT DEEN DAYAL UPADHYAY JN,3.0
12314,2025-11-13,GAYA,GAYA JN,12.0
12314,2025-11-13,DHN,DHANBAD JN,13.0
12314,2025-11-13,ASN,ASANSOL JN,25.0
12314,2025-11-13,DGR,DURGAPUR,29.0
12314,2025-11-13,SDAH,SEALDAH,7.0
12314,2025-11-14,NDLS,NEW DELHI,0.0
12314,2025-11-14,CNB,KANPUR CENTRAL,6.0
12314,2025-11-14,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-14,GAYA,GAYA JN,6.0
12314,2025-11-14,DHN,DHANBAD JN,18.0
12314,2025-11-14,ASN,ASANSOL JN,32.0
12314,2025-11-14,DGR,DURGAPUR,37.0
12314,2025-11-14,SDAH,SEALDAH,11.0
12314,2025-11-15,NDLS,NEW DELHI,0.0
12314,2025-11-15,CNB,KANPUR CENTRAL,5.0
12314,2025-11-15,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-15,GAYA,GAYA JN,12.0
12314,2025-11-15,DHN,DHANBAD JN,1.0
12314,2025-11-15,ASN,ASANSOL JN,10.0
12314,2025-11-15,DGR,DURGAPUR,13.0
12314,2025-11-15,SDAH,SEALDAH,-12.0
12314,2025-11-16,NDLS,NEW DELHI,0.0
12314,2025-11-16,CNB,KANPUR CENTRAL,5.0
12314,2025-11-16,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2025-11-16,GAYA,GAYA JN,11.0
12314,2025-11-16,DHN,DHANBAD JN,0.0
12314,2025-11-16,ASN,ASANSOL JN,12.0
12314,2025-11-16,DGR,DURGAPUR,21.0
12314,2025-11-16,SDAH,SEALDAH,6.0
12314,2025-11-17,NDLS,NEW DELHI,0.0
12314,2025-11-17,CNB,KANPUR CENTRAL,19.0
12314,2025-11-17,DDU,PT DEEN DAYAL UPADHYAY JN,8.0
12314,2025-11-17,GAYA,GAYA JN,14.0
12314,2025-11-17,DHN,DHANBAD JN,4.0
12314,2025-11-17,ASN,ASANSOL JN,14.0
12314,2025-11-17,DGR,DURGAPUR,18.0
12314,2025-11-17,SDAH,SEALDAH,0.0
12314,2025-11-18,NDLS,NEW DELHI,0.0
12314,2025-11-18,CNB,KANPUR CENTRAL,13.0
12314,2025-11-18,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-18,GAYA,GAYA JN,14.0
12314,2025-11-18,DHN,DHANBAD JN,1.0
12314,2025-11-18,ASN,ASANSOL JN,18.0
12314,2025-11-18,DGR,DURGAPUR,23.0
12314,2025-11-18,SDAH,SEALDAH,4.0
12314,2025-11-19,NDLS,NEW DELHI,0.0
12314,2025-11-19,CNB,KANPUR CENTRAL,15.0
12314,2025-11-19,DDU,PT DEEN DAYAL UPADHYAY JN,7.0
12314,2025-11-19,GAYA,GAYA JN,16.0
12314,2025-11-19,DHN,DHANBAD JN,9.0
12314,2025-11-19,ASN,ASANSOL JN,19.0
12314,2025-11-19,DGR,DURGAPUR,22.0
12314,2025-11-19,SDAH,SEALDAH,15.0
12314,2025-11-20,NDLS,NEW DELHI,0.0
12314,2025-11-20,CNB,KANPUR CENTRAL,10.0
12314,2025-11-20,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2025-11-20,GAYA,GAYA JN,19.0
12314,2025-11-20,DHN,DHANBAD JN,2.0
12314,2025-11-20,ASN,ASANSOL JN,15.0
12314,2025-11-20,DGR,DURGAPUR,32.0
12314,2025-11-20,SDAH,SEALDAH,7.0
12314,2025-11-21,NDLS,NEW DELHI,1.0
12314,2025-11-21,CNB,KANPUR CENTRAL,24.0
12314,2025-11-21,DDU,PT DEEN DAYAL UPADHYAY JN,7.0
12314,2025-11-21,GAYA,GAYA JN,17.0
12314,2025-11-21,DHN,DHANBAD JN,0.0
12314,2025-11-21,ASN,ASANSOL JN,11.0
12314,2025-11-21,DGR,DURGAPUR,28.0
12314,2025-11-21,SDAH,SEALDAH,-4.0
12314,2025-11-22,NDLS,NEW DELHI,1.0
12314,2025-11-22,CNB,KANPUR CENTRAL,13.0
12314,2025-11-22,DDU,PT DEEN DAYAL UPADHYAY JN,5.0
12314,2025-11-22,GAYA,GAYA JN,14.0
12314,2025-11-22,DHN,DHANBAD JN,5.0
12314,2025-11-22,ASN,ASANSOL JN,13.0
12314,2025-11-22,DGR,DURGAPUR,15.0
12314,2025-11-22,SDAH,SEALDAH,-14.0
12314,2025-11-23,NDLS,NEW DELHI,0.0
12314,2025-11-23,CNB,KANPUR CENTRAL,9.0
12314,2025-11-23,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2025-11-23,GAYA,GAYA JN,5.0
12314,2025-11-23,DHN,DHANBAD JN,0.0
12314,2025-11-23,ASN,ASANSOL JN,16.0
12314,2025-11-23,DGR,DURGAPUR,19.0
12314,2025-11-23,SDAH,SEALDAH,-1.0
12314,2025-11-24,NDLS,NEW DELHI,0.0
12314,2025-11-24,CNB,KANPUR CENTRAL,14.0
12314,2025-11-24,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2025-11-24,GAYA,GAYA JN,6.0
12314,2025-11-24,DHN,DHANBAD JN,1.0
12314,2025-11-24,ASN,ASANSOL JN,9.0
12314,2025-11-24,DGR,DURGAPUR,15.0
12314,2025-11-24,SDAH,SEALDAH,0.0
12314,2025-11-25,NDLS,NEW DELHI,2.0
12314,2025-11-25,CNB,KANPUR CENTRAL,31.0
12314,2025-11-25,DDU,PT DEEN DAYAL UPADHYAY JN,15.0
12314,2025-11-25,GAYA,GAYA JN,17.0
12314,2025-11-25,DHN,DHANBAD JN,0.0
12314,2025-11-25,ASN,ASANSOL JN,16.0
12314,2025-11-25,DGR,DURGAPUR,10.0
12314,2025-11-25,SDAH,SEALDAH,-2.0
12314,2025-11-26,NDLS,NEW DELHI,0.0
12314,2025-11-26,CNB,KANPUR CENTRAL,26.0
12314,2025-11-26,DDU,PT DEEN DAYAL UPADHYAY JN,12.0
12314,2025-11-26,GAYA,GAYA JN,19.0
12314,2025-11-26,DHN,DHANBAD JN,1.0
12314,2025-11-26,ASN,ASANSOL JN,9.0
12314,2025-11-26,DGR,DURGAPUR,14.0
12314,2025-11-26,SDAH,SEALDAH,1.0
12314,2025-11-27,NDLS,NEW DELHI,0.0
12314,2025-11-27,CNB,KANPUR CENTRAL,12.0
12314,2025-11-27,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-27,GAYA,GAYA JN,14.0
12314,2025-11-27,DHN,DHANBAD JN,1.0
12314,2025-11-27,ASN,ASANSOL JN,10.0
12314,2025-11-27,DGR,DURGAPUR,2.0
12314,2025-11-27,SDAH,SEALDAH,-7.0
12314,2025-11-28,NDLS,NEW DELHI,0.0
12314,2025-11-28,CNB,KANPUR CENTRAL,21.0
12314,2025-11-28,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-28,GAYA,GAYA JN,7.0
12314,2025-11-28,DHN,DHANBAD JN,0.0
12314,2025-11-28,ASN,ASANSOL JN,13.0
12314,2025-11-28,DGR,DURGAPUR,26.0
12314,2025-11-28,SDAH,SEALDAH,6.0
12314,2025-11-29,NDLS,NEW DELHI,0.0
12314,2025-11-29,CNB,KANPUR CENTRAL,9.0
12314,2025-11-29,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-29,GAYA,GAYA JN,2.0
12314,2025-11-29,DHN,DHANBAD JN,2.0
12314,2025-11-29,ASN,ASANSOL JN,13.0
12314,2025-11-29,DGR,DURGAPUR,19.0
12314,2025-11-29,SDAH,SEALDAH,-10.0
12314,2025-11-30,NDLS,NEW DELHI,0.0
12314,2025-11-30,CNB,KANPUR CENTRAL,4.0
12314,2025-11-30,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-11-30,GAYA,GAYA JN,15.0
12314,2025-11-30,DHN,DHANBAD JN,1.0
12314,2025-11-30,ASN,ASANSOL JN,13.0
12314,2025-11-30,DGR,DURGAPUR,24.0
12314,2025-11-30,SDAH,SEALDAH,4.0
12314,2025-12-01,NDLS,NEW DELHI,1.0
12314,2025-12-01,CNB,KANPUR CENTRAL,2.0
12314,2025-12-01,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-01,GAYA,GAYA JN,6.0
12314,2025-12-01,DHN,DHANBAD JN,0.0
12314,2025-12-01,ASN,ASANSOL JN,12.0
12314,2025-12-01,DGR,DURGAPUR,0.0
12314,2025-12-01,SDAH,SEALDAH,-1.0
12314,2025-12-02,NDLS,NEW DELHI,0.0
12314,2025-12-02,CNB,KANPUR CENTRAL,0.0
12314,2025-12-02,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-02,GAYA,GAYA JN,9.0
12314,2025-12-02,DHN,DHANBAD JN,1.0
12314,2025-12-02,ASN,ASANSOL JN,11.0
12314,2025-12-02,DGR,DURGAPUR,14.0
12314,2025-12-02,SDAH,SEALDAH,-9.0
12314,2025-12-03,NDLS,NEW DELHI,0.0
12314,2025-12-03,CNB,KANPUR CENTRAL,5.0
12314,2025-12-03,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-03,GAYA,GAYA JN,3.0
12314,2025-12-03,DHN,DHANBAD JN,0.0
12314,2025-12-03,ASN,ASANSOL JN,14.0
12314,2025-12-03,DGR,DURGAPUR,18.0
12314,2025-12-03,SDAH,SEALDAH,6.0
12314,2025-12-04,NDLS,NEW DELHI,0.0
12314,2025-12-04,CNB,KANPUR CENTRAL,0.0
12314,2025-12-04,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-04,GAYA,GAYA JN,9.0
12314,2025-12-04,DHN,DHANBAD JN,2.0
12314,2025-12-04,ASN,ASANSOL JN,16.0
12314,2025-12-04,DGR,DURGAPUR,20.0
12314,2025-12-04,SDAH,SEALDAH,2.0
12314,2025-12-05,NDLS,NEW DELHI,0.0
12314,2025-12-05,CNB,KANPUR CENTRAL,3.0
12314,2025-12-05,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-05,GAYA,GAYA JN,8.0
12314,2025-12-05,DHN,DHANBAD JN,7.0
12314,2025-12-05,ASN,ASANSOL JN,34.0
12314,2025-12-05,DGR,DURGAPUR,25.0
12314,2025-12-05,SDAH,SEALDAH,34.0
12314,2025-12-06,NDLS,NEW DELHI,4.0
12314,2025-12-06,CNB,KANPUR CENTRAL,18.0
12314,2025-12-06,DDU,PT DEEN DAYAL UPADHYAY JN,3.0
12314,2025-12-06,GAYA,GAYA JN,7.0
12314,2025-12-06,DHN,DHANBAD JN,1.0
12314,2025-12-06,ASN,ASANSOL JN,15.0
12314,2025-12-06,DGR,DURGAPUR,22.0
12314,2025-12-06,SDAH,SEALDAH,18.0
12314,2025-12-07,NDLS,NEW DELHI,0.0
12314,2025-12-07,CNB,KANPUR CENTRAL,4.0
12314,2025-12-07,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-07,GAYA,GAYA JN,12.0
12314,2025-12-07,DHN,DHANBAD JN,26.0
12314,2025-12-07,ASN,ASANSOL JN,36.0
12314,2025-12-07,DGR,DURGAPUR,23.0
12314,2025-12-07,SDAH,SEALDAH,130.0
12314,2025-12-08,NDLS,NEW DELHI,0.0
12314,2025-12-08,CNB,KANPUR CENTRAL,1.0
12314,2025-12-08,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-08,GAYA,GAYA JN,7.0
12314,2025-12-08,DHN,DHANBAD JN,0.0
12314,2025-12-08,ASN,ASANSOL JN,9.0
12314,2025-12-08,DGR,DURGAPUR,11.0
12314,2025-12-08,SDAH,SEALDAH,44.0
12314,2025-12-09,NDLS,NEW DELHI,4.0
12314,2025-12-09,CNB,KANPUR CENTRAL,0.0
12314,2025-12-09,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2025-12-09,GAYA,GAYA JN,13.0
12314,2025-12-09,DHN,DHANBAD JN,0.0
12314,2025-12-09,ASN,ASANSOL JN,14.0
12314,2025-12-09,DGR,DURGAPUR,17.0
12314,2025-12-09,SDAH,SEALDAH,52.0
12314,2025-12-10,NDLS,NEW DELHI,4.0
12314,2025-12-10,CNB,KANPUR CENTRAL,11.0
12314,2025-12-10,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-10,GAYA,GAYA JN,11.0
12314,2025-12-10,DHN,DHANBAD JN,0.0
12314,2025-12-10,ASN,ASANSOL JN,13.0
12314,2025-12-10,DGR,DURGAPUR,16.0
12314,2025-12-10,SDAH,SEALDAH,135.0
12314,2025-12-11,NDLS,NEW DELHI,5.0
12314,2025-12-11,CNB,KANPUR CENTRAL,5.0
12314,2025-12-11,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-11,GAYA,GAYA JN,5.0
12314,2025-12-11,DHN,DHANBAD JN,1.0
12314,2025-12-11,ASN,ASANSOL JN,10.0
12314,2025-12-11,DGR,DURGAPUR,14.0
12314,2025-12-11,SDAH,SEALDAH,61.0
12314,2025-12-12,NDLS,NEW DELHI,0.0
12314,2025-12-12,CNB,KANPUR CENTRAL,6.0
12314,2025-12-12,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2025-12-12,GAYA,GAYA JN,5.0
12314,2025-12-12,DHN,DHANBAD JN,1.0
12314,2025-12-12,ASN,ASANSOL JN,18.0
12314,2025-12-12,DGR,DURGAPUR,20.0
12314,2025-12-12,SDAH,SEALDAH,2.0
12314,2025-12-13,NDLS,NEW DELHI,110.0
12314,2025-12-13,CNB,KANPUR CENTRAL,125.0
12314,2025-12-13,DDU,PT DEEN DAYAL UPADHYAY JN,208.0
12314,2025-12-13,GAYA,GAYA JN,253.0
12314,2025-12-13,DHN,DHANBAD JN,232.0
12314,2025-12-13,ASN,ASANSOL JN,242.0
12314,2025-12-13,DGR,DURGAPUR,246.0
12314,2025-12-13,SDAH,SEALDAH,223.0
12314,2025-12-14,NDLS,NEW DELHI,117.0
12314,2025-12-14,CNB,KANPUR CENTRAL,141.0
12314,2025-12-14,DDU,PT DEEN DAYAL UPADHYAY JN,204.0
12314,2025-12-14,GAYA,GAYA JN,221.0
12314,2025-12-14,DHN,DHANBAD JN,201.0
12314,2025-12-14,ASN,ASANSOL JN,216.0
12314,2025-12-14,DGR,DURGAPUR,206.0
12314,2025-12-14,SDAH,SEALDAH,191.0
12314,2025-12-15,NDLS,NEW DELHI,298.0
12314,2025-12-15,CNB,KANPUR CENTRAL,928.0
12314,2025-12-15,DDU,PT DEEN DAYAL UPADHYAY JN,957.0
12314,2025-12-15,GAYA,GAYA JN,974.0
12314,2025-12-15,DHN,DHANBAD JN,962.0
12314,2025-12-15,ASN,ASANSOL JN,978.0
12314,2025-12-15,DGR,DURGAPUR,982.0
12314,2025-12-15,SDAH,SEALDAH,971.0
12314,2025-12-16,NDLS,NEW DELHI,257.0
12314,2025-12-16,CNB,KANPUR CENTRAL,306.0
12314,2025-12-16,DDU,PT DEEN DAYAL UPADHYAY JN,344.0
12314,2025-12-16,GAYA,GAYA JN,351.0
12314,2025-12-16,DHN,DHANBAD JN,342.0
12314,2025-12-16,ASN,ASANSOL JN,357.0
12314,2025-12-16,DGR,DURGAPUR,361.0
12314,2025-12-16,SDAH,SEALDAH,336.0
12314,2025-12-17,NDLS,NEW DELHI,1.0
12314,2025-12-17,CNB,KANPUR CENTRAL,7.0
12314,2025-12-17,DDU,PT DEEN DAYAL UPADHYAY JN,30.0
12314,2025-12-17,GAYA,GAYA JN,97.0
12314,2025-12-17,DHN,DHANBAD JN,100.0
12314,2025-12-17,ASN,ASANSOL JN,116.0
12314,2025-12-17,DGR,DURGAPUR,119.0
12314,2025-12-17,SDAH,SEALDAH,105.0
12314,2025-12-18,NDLS,NEW DELHI,178.0
12314,2025-12-18,CNB,KANPUR CENTRAL,285.0
12314,2025-12-18,DDU,PT DEEN DAYAL UPADHYAY JN,294.0
12314,2025-12-18,GAYA,GAYA JN,297.0
12314,2025-12-18,DHN,DHANBAD JN,298.0
12314,2025-12-18,ASN,ASANSOL JN,322.0
12314,2025-12-18,DGR,DURGAPUR,323.0
12314,2025-12-18,SDAH,SEALDAH,298.0
12314,2025-12-19,NDLS,NEW DELHI,144.0
12314,2025-12-19,CNB,KANPUR CENTRAL,490.0
12314,2025-12-19,DDU,PT DEEN DAYAL UPADHYAY JN,537.0
12314,2025-12-19,GAYA,GAYA JN,576.0
12314,2025-12-19,DHN,DHANBAD JN,559.0
12314,2025-12-19,ASN,ASANSOL JN,573.0
12314,2025-12-19,DGR,DURGAPUR,578.0
12314,2025-12-19,SDAH,SEALDAH,558.0
12314,2025-12-20,NDLS,NEW DELHI,260.0
12314,2025-12-20,CNB,KANPUR CENTRAL,516.0
12314,2025-12-20,DDU,PT DEEN DAYAL UPADHYAY JN,543.0
12314,2025-12-20,GAYA,GAYA JN,540.0
12314,2025-12-20,DHN,DHANBAD JN,528.0
12314,2025-12-20,ASN,ASANSOL JN,539.0
12314,2025-12-20,DGR,DURGAPUR,545.0
12314,2025-12-20,SDAH,SEALDAH,515.0
12314,2025-12-21,NDLS,NEW DELHI,292.0
12314,2025-12-21,CNB,KANPUR CENTRAL,493.0
12314,2025-12-21,DDU,PT DEEN DAYAL UPADHYAY JN,633.0
12314,2025-12-21,GAYA,GAYA JN,636.0
12314,2025-12-21,DHN,DHANBAD JN,629.0
12314,2025-12-21,ASN,ASANSOL JN,644.0
12314,2025-12-21,DGR,DURGAPUR,645.0
12314,2025-12-21,SDAH,SEALDAH,652.0
12314,2025-12-22,NDLS,NEW DELHI,396.0
12314,2025-12-22,CNB,KANPUR CENTRAL,879.0
12314,2025-12-22,DDU,PT DEEN DAYAL UPADHYAY JN,1013.0
12314,2025-12-22,GAYA,GAYA JN,1014.0
12314,2025-12-22,DHN,DHANBAD JN,1002.0
12314,2025-12-22,ASN,ASANSOL JN,1015.0
12314,2025-12-22,DGR,DURGAPUR,1018.0
12314,2025-12-22,SDAH,SEALDAH,1009.0
12314,2025-12-23,NDLS,NEW DELHI,520.0
12314,2025-12-23,CNB,KANPUR CENTRAL,695.0
12314,2025-12-23,DDU,PT DEEN DAYAL UPADHYAY JN,822.0
12314,2025-12-23,GAYA,GAYA JN,838.0
12314,2025-12-23,DHN,DHANBAD JN,855.0
12314,2025-12-23,ASN,ASANSOL JN,875.0
12314,2025-12-23,DGR,DURGAPUR,877.0
12314,2025-12-23,SDAH,SEALDAH,860.0
12314,2025-12-24,NDLS,NEW DELHI,525.0
12314,2025-12-24,CNB,KANPUR CENTRAL,805.0
12314,2025-12-24,DDU,PT DEEN DAYAL UPADHYAY JN,828.0
12314,2025-12-24,GAYA,GAYA JN,852.0
12314,2025-12-24,DHN,DHANBAD JN,838.0
12314,2025-12-24,ASN,ASANSOL JN,858.0
12314,2025-12-24,DGR,DURGAPUR,872.0
12314,2025-12-24,SDAH,SEALDAH,854.0
12314,2025-12-25,NDLS,NEW DELHI,355.0
12314,2025-12-25,CNB,KANPUR CENTRAL,749.0
12314,2025-12-25,DDU,PT DEEN DAYAL UPADHYAY JN,822.0
12314,2025-12-25,GAYA,GAYA JN,828.0
12314,2025-12-25,DHN,DHANBAD JN,819.0
12314,2025-12-25,ASN,ASANSOL JN,848.0
12314,2025-12-25,DGR,DURGAPUR,850.0
12314,2025-12-25,SDAH,SEALDAH,826.0
12314,2025-12-26,NDLS,NEW DELHI,435.0
12314,2025-12-26,CNB,KANPUR CENTRAL,858.0
12314,2025-12-26,DDU,PT DEEN DAYAL UPADHYAY JN,932.0
12314,2025-12-26,GAYA,GAYA JN,933.0
12314,2025-12-26,DHN,DHANBAD JN,935.0
12314,2025-12-26,ASN,ASANSOL JN,953.0
12314,2025-12-26,DGR,DURGAPUR,957.0
12314,2025-12-26,SDAH,SEALDAH,942.0
12314,2025-12-27,NDLS,NEW DELHI,532.0
12314,2025-12-27,CNB,KANPUR CENTRAL,926.0
12314,2025-12-27,DDU,PT DEEN DAYAL UPADHYAY JN,997.0
12314,2025-12-27,GAYA,GAYA JN,1001.0
12314,2025-12-27,DHN,DHANBAD JN,992.0
12314,2025-12-27,ASN,ASANSOL JN,1008.0
12314,2025-12-27,DGR,DURGAPUR,1011.0
12314,2025-12-27,SDAH,SEALDAH,1003.0
12314,2025-12-28,NDLS,NEW DELHI,633.0
12314,2025-12-28,CNB,KANPUR CENTRAL,1004.0
12314,2025-12-28,DDU,PT DEEN DAYAL UPADHYAY JN,1121.0
12314,2025-12-28,GAYA,GAYA JN,1126.0
12314,2025-12-28,DHN,DHANBAD JN,1121.0
12314,2025-12-28,ASN,ASANSOL JN,1141.0
12314,2025-12-28,DGR,DURGAPUR,1142.0
12314,2025-12-28,SDAH,SEALDAH,1127.0
12314,2025-12-29,NDLS,NEW DELHI,258.0
12314,2025-12-29,CNB,KANPUR CENTRAL,684.0
12314,2025-12-29,DDU,PT DEEN DAYAL UPADHYAY JN,739.0
12314,2025-12-29,GAYA,GAYA JN,752.0
12314,2025-12-29,DHN,DHANBAD JN,768.0
12314,2025-12-29,ASN,ASANSOL JN,786.0
12314,2025-12-29,DGR,DURGAPUR,788.0
12314,2025-12-29,SDAH,SEALDAH,782.0
12314,2025-12-30,NDLS,NEW DELHI,241.0
12314,2025-12-30,CNB,KANPUR CENTRAL,698.0
12314,2025-12-30,DDU,PT DEEN DAYAL UPADHYAY JN,775.0
12314,2025-12-30,GAYA,GAYA JN,820.0
12314,2025-12-30,DHN,DHANBAD JN,817.0
12314,2025-12-30,ASN,ASANSOL JN,835.0
12314,2025-12-30,DGR,DURGAPUR,846.0
12314,2025-12-30,SDAH,SEALDAH,837.0
12314,2025-12-31,NDLS,NEW DELHI,565.0
12314,2025-12-31,CNB,KANPUR CENTRAL,836.0
12314,2025-12-31,DDU,PT DEEN DAYAL UPADHYAY JN,895.0
12314,2025-12-31,GAYA,GAYA JN,984.0
12314,2025-12-31,DHN,DHANBAD JN,996.0
12314,2025-12-31,ASN,ASANSOL JN,1016.0
12314,2025-12-31,DGR,DURGAPUR,1018.0
12314,2025-12-31,SDAH,SEALDAH,1005.0
12314,2026-01-01,NDLS,NEW DELHI,17.0
12314,2026-01-01,CNB,KANPUR CENTRAL,25.0
12314,2026-01-01,DDU,PT DEEN DAYAL UPADHYAY JN,209.0
12314,2026-01-01,GAYA,GAYA JN,260.0
12314,2026-01-01,DHN,DHANBAD JN,259.0
12314,2026-01-01,ASN,ASANSOL JN,273.0
12314,2026-01-01,DGR,DURGAPUR,275.0
12314,2026-01-01,SDAH,SEALDAH,252.0
12314,2026-01-02,NDLS,NEW DELHI,0.0
12314,2026-01-02,CNB,KANPUR CENTRAL,10.0
12314,2026-01-02,DDU,PT DEEN DAYAL UPADHYAY JN,10.0
12314,2026-01-02,GAYA,GAYA JN,13.0
12314,2026-01-02,DHN,DHANBAD JN,19.0
12314,2026-01-02,ASN,ASANSOL JN,34.0
12314,2026-01-02,DGR,DURGAPUR,37.0
12314,2026-01-02,SDAH,SEALDAH,8.0
12314,2026-01-03,NDLS,NEW DELHI,1.0
12314,2026-01-03,CNB,KANPUR CENTRAL,18.0
12314,2026-01-03,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2026-01-03,GAYA,GAYA JN,0.0
12314,2026-01-03,DHN,DHANBAD JN,9.0
12314,2026-01-03,ASN,ASANSOL JN,23.0
12314,2026-01-03,DGR,DURGAPUR,26.0
12314,2026-01-03,SDAH,SEALDAH,2.0
12314,2026-01-04,NDLS,NEW DELHI,1.0
12314,2026-01-04,CNB,KANPUR CENTRAL,30.0
12314,2026-01-04,DDU,PT DEEN DAYAL UPADHYAY JN,95.0
12314,2026-01-04,GAYA,GAYA JN,99.0
12314,2026-01-04,DHN,DHANBAD JN,86.0
12314,2026-01-04,ASN,ASANSOL JN,103.0
12314,2026-01-04,DGR,DURGAPUR,123.0
