train_no,date,station_code,station_name,delay
12314,2026-01-04,SDAH,SEALDAH,100.0
12314,2026-01-05,NDLS,NEW DELHI,7.0
12314,2026-01-05,CNB,KANPUR CENTRAL,31.0
12314,2026-01-05,DDU,PT DEEN DAYAL UPADHYAY JN,31.0
12314,2026-01-05,GAYA,GAYA JN,42.0
12314,2026-01-05,DHN,DHANBAD JN,76.0
12314,2026-01-05,ASN,ASANSOL JN,90.0
12314,2026-01-05,DGR,DURGAPUR,94.0
12314,2026-01-05,SDAH,SEALDAH,74.0
12314,2026-01-06,NDLS,NEW DELHI,19.0
12314,2026-01-06,CNB,KANPUR CENTRAL,39.0
12314,2026-01-06,DDU,PT DEEN DAYAL UPADHYAY JN,141.0
12314,2026-01-06,GAYA,GAYA JN,144.0
12314,2026-01-06,DHN,DHANBAD JN,144.0
12314,2026-01-06,ASN,ASANSOL JN,160.0
12314,2026-01-06,DGR,DURGAPUR,162.0
12314,2026-01-06,SDAH,SEALDAH,139.0
12314,2026-01-07,NDLS,NEW DELHI,0.0
12314,2026-01-07,CNB,KANPUR CENTRAL,17.0
12314,2026-01-07,DDU,PT DEEN DAYAL UPADHYAY JN,140.0
12314,2026-01-07,GAYA,GAYA JN,214.0
12314,2026-01-07,DHN,DHANBAD JN,228.0
12314,2026-01-07,ASN,ASANSOL JN,241.0
12314,2026-01-07,DGR,DURGAPUR,244.0
12314,2026-01-07,SDAH,SEALDAH,224.0
12314,2026-01-08,NDLS,NEW DELHI,0.0
12314,2026-01-08,CNB,KANPUR CENTRAL,4.0
12314,2026-01-08,DDU,PT DEEN DAYAL UPADHYAY JN,113.0
12314,2026-01-08,GAYA,GAYA JN,118.0
12314,2026-01-08,DHN,DHANBAD JN,116.0
12314,2026-01-08,ASN,ASANSOL JN,132.0
12314,2026-01-08,DGR,DURGAPUR,136.0
12314,2026-01-08,SDAH,SEALDAH,129.0
12314,2026-01-09,NDLS,NEW DELHI,1.0
12314,2026-01-09,CNB,KANPUR CENTRAL,33.0
12314,2026-01-09,DDU,PT DEEN DAYAL UPADHYAY JN,17.0
12314,2026-01-09,GAYA,GAYA JN,40.0
12314,2026-01-09,DHN,DHANBAD JN,45.0
12314,2026-01-09,ASN,ASANSOL JN,60.0
12314,2026-01-09,DGR,DURGAPUR,62.0
12314,2026-01-09,SDAH,SEALDAH,33.0
12314,2026-01-10,NDLS,NEW DELHI,1.0
12314,2026-01-10,CNB,KANPUR CENTRAL,6.0
12314,2026-01-10,DDU,PT DEEN DAYAL UPADHYAY JN,8.0
12314,2026-01-10,GAYA,GAYA JN,5.0
12314,2026-01-10,DHN,DHANBAD JN,0.0
12314,2026-01-10,ASN,ASANSOL JN,15.0
12314,2026-01-10,DGR,DURGAPUR,17.0
12314,2026-01-10,SDAH,SEALDAH,-6.0
12314,2026-01-11,NDLS,NEW DELHI,1.0
12314,2026-01-11,CNB,KANPUR CENTRAL,30.0
12314,2026-01-11,DDU,PT DEEN DAYAL UPADHYAY JN,9.0
12314,2026-01-11,GAYA,GAYA JN,7.0
12314,2026-01-11,DHN,DHANBAD JN,0.0
12314,2026-01-11,ASN,ASANSOL JN,15.0
12314,2026-01-11,DGR,DURGAPUR,19.0
12314,2026-01-11,SDAH,SEALDAH,6.0
12314,2026-01-12,NDLS,NEW DELHI,2.0
12314,2026-01-12,CNB,KANPUR CENTRAL,25.0
12314,2026-01-12,DDU,PT DEEN DAYAL UPADHYAY JN,19.0
12314,2026-01-12,GAYA,GAYA JN,32.0
12314,2026-01-12,DHN,DHANBAD JN,21.0
12314,2026-01-12,ASN,ASANSOL JN,36.0
12314,2026-01-12,DGR,DURGAPUR,39.0
12314,2026-01-12,SDAH,SEALDAH,19.0
12314,2026-01-13,NDLS,NEW DELHI,1.0
12314,2026-01-13,CNB,KANPUR CENTRAL,6.0
12314,2026-01-13,DDU,PT DEEN DAYAL UPADHYAY JN,2.0
12314,2026-01-13,GAYA,GAYA JN,13.0
12314,2026-01-13,DHN,DHANBAD JN,0.0
12314,2026-01-13,ASN,ASANSOL JN,14.0
12314,2026-01-13,DGR,DURGAPUR,19.0
12314,2026-01-13,SDAH,SEALDAH,-8.0
12314,2026-01-14,NDLS,NEW DELHI,0.0
12314,2026-01-14,CNB,KANPUR CENTRAL,24.0
12314,2026-01-14,DDU,PT DEEN DAYAL UPADHYAY JN,6.0
12314,2026-01-14,GAYA,GAYA JN,13.0
12314,2026-01-14,DHN,DHANBAD JN,2.0
12314,2026-01-14,ASN,ASANSOL JN,13.0
12314,2026-01-14,DGR,DURGAPUR,20.0
12314,2026-01-14,SDAH,SEALDAH,-2.0
12314,2026-01-15,NDLS,NEW DELHI,0.0
12314,2026-01-15,CNB,KANPUR CENTRAL,11.0
12314,2026-01-15,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-15,GAYA,GAYA JN,13.0
12314,2026-01-15,DHN,DHANBAD JN,0.0
12314,2026-01-15,ASN,ASANSOL JN,14.0
12314,2026-01-15,DGR,DURGAPUR,23.0
12314,2026-01-15,SDAH,SEALDAH,-5.0
12314,2026-01-16,NDLS,NEW DELHI,5.0
12314,2026-01-16,CNB,KANPUR CENTRAL,14.0
12314,2026-01-16,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-16,GAYA,GAYA JN,5.0
12314,2026-01-16,DHN,DHANBAD JN,1.0
12314,2026-01-16,ASN,ASANSOL JN,19.0
12314,2026-01-16,DGR,DURGAPUR,20.0
12314,2026-01-16,SDAH,SEALDAH,-7.0
12314,2026-01-17,NDLS,NEW DELHI,43.0
12314,2026-01-17,CNB,KANPUR CENTRAL,43.0
12314,2026-01-17,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2026-01-17,GAYA,GAYA JN,17.0
12314,2026-01-17,DHN,DHANBAD JN,8.0
12314,2026-01-17,ASN,ASANSOL JN,22.0
12314,2026-01-17,DGR,DURGAPUR,25.0
12314,2026-01-17,SDAH,SEALDAH,-7.0
12314,2026-01-18,NDLS,NEW DELHI,1.0
12314,2026-01-18,CNB,KANPUR CENTRAL,11.0
12314,2026-01-18,DDU,PT DEEN DAYAL UPADHYAY JN,4.0
12314,2026-01-18,GAYA,GAYA JN,24.0
12314,2026-01-18,DHN,DHANBAD JN,6.0
12314,2026-01-18,ASN,ASANSOL JN,21.0
12314,2026-01-18,DGR,DURGAPUR,22.0
12314,2026-01-18,SDAH,SEALDAH,-6.0
12314,2026-01-19,NDLS,NEW DELHI,1.0
12314,2026-01-19,CNB,KANPUR CENTRAL,38.0
12314,2026-01-19,DDU,PT DEEN DAYAL UPADHYAY JN,4.0
12314,2026-01-19,GAYA,GAYA JN,14.0
12314,2026-01-19,DHN,DHANBAD JN,7.0
12314,2026-01-19,ASN,ASANSOL JN,23.0
12314,2026-01-19,DGR,DURGAPUR,25.0
12314,2026-01-19,SDAH,SEALDAH,0.0
12314,2026-01-20,NDLS,NEW DELHI,1.0
12314,2026-01-20,CNB,KANPUR CENTRAL,7.0
12314,2026-01-20,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2026-01-20,GAYA,GAYA JN,16.0
12314,2026-01-20,DHN,DHANBAD JN,0.0
12314,2026-01-20,ASN,ASANSOL JN,11.0
12314,2026-01-20,DGR,DURGAPUR,11.0
12314,2026-01-20,SDAH,SEALDAH,-8.0
12314,2026-01-21,NDLS,NEW DELHI,0.0
12314,2026-01-21,CNB,KANPUR CENTRAL,12.0
12314,2026-01-21,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-21,GAYA,GAYA JN,7.0
12314,2026-01-21,DHN,DHANBAD JN,1.0
12314,2026-01-21,ASN,ASANSOL JN,20.0
12314,2026-01-21,DGR,DURGAPUR,23.0
12314,2026-01-21,SDAH,SEALDAH,-8.0
12314,2026-01-22,NDLS,NEW DELHI,0.0
12314,2026-01-22,CNB,KANPUR CENTRAL,7.0
12314,2026-01-22,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-22,GAYA,GAYA JN,9.0
12314,2026-01-22,DHN,DHANBAD JN,0.0
12314,2026-01-22,ASN,ASANSOL JN,14.0
12314,2026-01-22,DGR,DURGAPUR,16.0
12314,2026-01-22,SDAH,SEALDAH,-2.0
12314,2026-01-23,NDLS,NEW DELHI,0.0
12314,2026-01-23,CNB,KANPUR CENTRAL,17.0
12314,2026-01-23,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-23,GAYA,GAYA JN,2.0
12314,2026-01-23,DHN,DHANBAD JN,1.0
12314,2026-01-23,ASN,ASANSOL JN,18.0
12314,2026-01-23,DGR,DURGAPUR,21.0
12314,2026-01-23,SDAH,SEALDAH,-3.0
12314,2026-01-24,NDLS,NEW DELHI,0.0
12314,2026-01-24,CNB,KANPUR CENTRAL,0.0
12314,2026-01-24,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-24,GAYA,GAYA JN,2.0
12314,2026-01-24,DHN,DHANBAD JN,0.0
12314,2026-01-24,ASN,ASANSOL JN,14.0
12314,2026-01-24,DGR,DURGAPUR,16.0
12314,2026-01-24,SDAH,SEALDAH,-19.0
12314,2026-01-25,NDLS,NEW DELHI,0.0
12314,2026-01-25,CNB,KANPUR CENTRAL,0.0
12314,2026-01-25,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-25,GAYA,GAYA JN,10.0
12314,2026-01-25,DHN,DHANBAD JN,0.0
12314,2026-01-25,ASN,ASANSOL JN,13.0
12314,2026-01-25,DGR,DURGAPUR,15.0
12314,2026-01-25,SDAH,SEALDAH,-7.0
12314,2026-01-26,NDLS,NEW DELHI,0.0
12314,2026-01-26,CNB,KANPUR CENTRAL,5.0
12314,2026-01-26,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-26,GAYA,GAYA JN,6.0
12314,2026-01-26,DHN,DHANBAD JN,0.0
12314,2026-01-26,ASN,ASANSOL JN,16.0
12314,2026-01-26,DGR,DURGAPUR,22.0
12314,2026-01-26,SDAH,SEALDAH,1.0
12314,2026-01-27,NDLS,NEW DELHI,0.0
12314,2026-01-27,CNB,KANPUR CENTRAL,14.0
12314,2026-01-27,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2026-01-27,GAYA,GAYA JN,13.0
12314,2026-01-27,DHN,DHANBAD JN,0.0
12314,2026-01-27,ASN,ASANSOL JN,19.0
12314,2026-01-27,DGR,DURGAPUR,21.0
12314,2026-01-27,SDAH,SEALDAH,5.0
12314,2026-01-28,NDLS,NEW DELHI,0.0
12314,2026-01-28,CNB,KANPUR CENTRAL,0.0
12314,2026-01-28,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-01-28,GAYA,GAYA JN,6.0
12314,2026-01-28,DHN,DHANBAD JN,1.0
12314,2026-01-28,ASN,ASANSOL JN,14.0
12314,2026-01-28,DGR,DURGAPUR,17.0
12314,2026-01-28,SDAH,SEALDAH,9.0
12314,2026-01-29,NDLS,NEW DELHI,127.0
12314,2026-01-29,CNB,KANPUR CENTRAL,205.0
12314,2026-01-29,DDU,PT DEEN DAYAL UPADHYAY JN,185.0
12314,2026-01-29,GAYA,GAYA JN,200.0
12314,2026-01-29,DHN,DHANBAD JN,203.0
12314,2026-01-29,ASN,ASANSOL JN,222.0
12314,2026-01-29,DGR,DURGAPUR,227.0
12314,2026-01-29,SDAH,SEALDAH,207.0
12314,2026-01-30,NDLS,NEW DELHI,343.0
12314,2026-01-30,CNB,KANPUR CENTRAL,702.0
12314,2026-01-30,DDU,PT DEEN DAYAL UPADHYAY JN,792.0
12314,2026-01-30,GAYA,GAYA JN,809.0
12314,2026-01-30,DHN,DHANBAD JN,800.0
12314,2026-01-30,ASN,ASANSOL JN,818.0
12314,2026-01-30,DGR,DURGAPUR,823.0
12314,2026-01-30,SDAH,SEALDAH,799.0
12314,2026-01-31,NDLS,NEW DELHI,16.0
12314,2026-01-31,CNB,KANPUR CENTRAL,99.0
12314,2026-01-31,DDU,PT DEEN DAYAL UPADHYAY JN,163.0
12314,2026-01-31,GAYA,GAYA JN,202.0
12314,2026-01-31,DHN,DHANBAD JN,208.0
12314,2026-01-31,ASN,ASANSOL JN,244.0
12314,2026-01-31,DGR,DURGAPUR,250.0
12314,2026-01-31,SDAH,SEALDAH,210.0
12314,2026-02-01,NDLS,NEW DELHI,1.0
12314,2026-02-01,CNB,KANPUR CENTRAL,5.0
12314,2026-02-01,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2026-02-01,GAYA,GAYA JN,6.0
12314,2026-02-01,DHN,DHANBAD JN,10.0
12314,2026-02-01,ASN,ASANSOL JN,26.0
12314,2026-02-01,DGR,DURGAPUR,29.0
12314,2026-02-01,SDAH,SEALDAH,11.0
12314,2026-02-02,NDLS,NEW DELHI,4.0
12314,2026-02-02,CNB,KANPUR CENTRAL,7.0
12314,2026-02-02,DDU,PT DEEN DAYAL UPADHYAY JN,6.0
12314,2026-02-02,GAYA,GAYA JN,14.0
12314,2026-02-02,DHN,DHANBAD JN,0.0
12314,2026-02-02,ASN,ASANSOL JN,15.0
12314,2026-02-02,DGR,DURGAPUR,17.0
12314,2026-02-02,SDAH,SEALDAH,0.0
12314,2026-02-03,NDLS,NEW DELHI,2.0
12314,2026-02-03,CNB,KANPUR CENTRAL,5.0
12314,2026-02-03,DDU,PT DEEN DAYAL UPADHYAY JN,15.0
12314,2026-02-03,GAYA,GAYA JN,15.0
12314,2026-02-03,DHN,DHANBAD JN,13.0
12314,2026-02-03,ASN,ASANSOL JN,27.0
12314,2026-02-03,DGR,DURGAPUR,29.0
12314,2026-02-03,SDAH,SEALDAH,2.0
12314,2026-02-04,NDLS,NEW DELHI,1.0
12314,2026-02-04,CNB,KANPUR CENTRAL,11.0
12314,2026-02-04,DDU,PT DEEN DAYAL UPADHYAY JN,6.0
12314,2026-02-04,GAYA,GAYA JN,10.0
12314,2026-02-04,DHN,DHANBAD JN,2.0
12314,2026-02-04,ASN,ASANSOL JN,15.0
12314,2026-02-04,DGR,DURGAPUR,18.0
12314,2026-02-04,SDAH,SEALDAH,-5.0
12314,2026-02-05,NDLS,NEW DELHI,0.0
12314,2026-02-05,CNB,KANPUR CENTRAL,0.0
12314,2026-02-05,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-05,GAYA,GAYA JN,10.0
12314,2026-02-05,DHN,DHANBAD JN,0.0
12314,2026-02-05,ASN,ASANSOL JN,15.0
12314,2026-02-05,DGR,DURGAPUR,18.0
12314,2026-02-05,SDAH,SEALDAH,0.0
12314,2026-02-06,NDLS,NEW DELHI,1.0
12314,2026-02-06,CNB,KANPUR CENTRAL,7.0
12314,2026-02-06,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-06,GAYA,GAYA JN,19.0
12314,2026-02-06,DHN,DHANBAD JN,4.0
12314,2026-02-06,ASN,ASANSOL JN,20.0
12314,2026-02-06,DGR,DURGAPUR,26.0
12314,2026-02-06,SDAH,SEALDAH,-6.0
12314,2026-02-07,NDLS,NEW DELHI,0.0
12314,2026-02-07,CNB,KANPUR CENTRAL,2.0
12314,2026-02-07,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-07,GAYA,GAYA JN,12.0
12314,2026-02-07,DHN,DHANBAD JN,8.0
12314,2026-02-07,ASN,ASANSOL JN,24.0
12314,2026-02-07,DGR,DURGAPUR,28.0
12314,2026-02-07,SDAH,SEALDAH,-7.0
12314,2026-02-08,NDLS,NEW DELHI,0.0
12314,2026-02-08,CNB,KANPUR CENTRAL,16.0
12314,2026-02-08,DDU,PT DEEN DAYAL UPADHYAY JN,1.0
12314,2026-02-08,GAYA,GAYA JN,13.0
12314,2026-02-08,DHN,DHANBAD JN,1.0
12314,2026-02-08,ASN,ASANSOL JN,16.0
12314,2026-02-08,DGR,DURGAPUR,19.0
12314,2026-02-08,SDAH,SEALDAH,12.0
12314,2026-02-09,NDLS,NEW DELHI,111.0
12314,2026-02-09,CNB,KANPUR CENTRAL,139.0
12314,2026-02-09,DDU,PT DEEN DAYAL UPADHYAY JN,108.0
12314,2026-02-09,GAYA,GAYA JN,119.0
12314,2026-02-09,DHN,DHANBAD JN,111.0
12314,2026-02-09,ASN,ASANSOL JN,126.0
12314,2026-02-09,DGR,DURGAPUR,128.0
12314,2026-02-09,SDAH,SEALDAH,106.0
12314,2026-02-10,NDLS,NEW DELHI,0.0
12314,2026-02-10,CNB,KANPUR CENTRAL,11.0
12314,2026-02-10,DDU,PT DEEN DAYAL UPADHYAY JN,4.0
12314,2026-02-10,GAYA,GAYA JN,22.0
12314,2026-02-10,DHN,DHANBAD JN,18.0
12314,2026-02-10,ASN,ASANSOL JN,34.0
12314,2026-02-10,DGR,DURGAPUR,36.0
12314,2026-02-10,SDAH,SEALDAH,16.0
12314,2026-02-11,NDLS,NEW DELHI,0.0
12314,2026-02-11,CNB,KANPUR CENTRAL,8.0
12314,2026-02-11,DDU,PT DEEN DAYAL UPADHYAY JN,2.0
12314,2026-02-11,GAYA,GAYA JN,9.0
12314,2026-02-11,DHN,DHANBAD JN,0.0
12314,2026-02-11,ASN,ASANSOL JN,17.0
12314,2026-02-11,DGR,DURGAPUR,20.0
12314,2026-02-11,SDAH,SEALDAH,-1.0
12314,2026-02-12,NDLS,NEW DELHI,0.0
12314,2026-02-12,CNB,KANPUR CENTRAL,9.0
12314,2026-02-12,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-12,GAYA,GAYA JN,12.0
12314,2026-02-12,DHN,DHANBAD JN,9.0
12314,2026-02-12,ASN,ASANSOL JN,21.0
12314,2026-02-12,DGR,DURGAPUR,26.0
12314,2026-02-12,SDAH,SEALDAH,6.0
12314,2026-02-13,NDLS,NEW DELHI,0.0
12314,2026-02-13,CNB,KANPUR CENTRAL,12.0
12314,2026-02-13,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-13,GAYA,GAYA JN,11.0
12314,2026-02-13,DHN,DHANBAD JN,0.0
12314,2026-02-13,ASN,ASANSOL JN,13.0
12314,2026-02-13,DGR,DURGAPUR,14.0
12314,2026-02-13,SDAH,SEALDAH,-5.0
12314,2026-02-14,NDLS,NEW DELHI,0.0
12314,2026-02-14,CNB,KANPUR CENTRAL,14.0
12314,2026-02-14,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-14,GAYA,GAYA JN,7.0
12314,2026-02-14,DHN,DHANBAD JN,0.0
12314,2026-02-14,ASN,ASANSOL JN,18.0
12314,2026-02-14,DGR,DURGAPUR,19.0
12314,2026-02-14,SDAH,SEALDAH,-9.0
12314,2026-02-15,NDLS,NEW DELHI,0.0
12314,2026-02-15,CNB,KANPUR CENTRAL,0.0
12314,2026-02-15,DDU,PT DEEN DAYAL UPADHYAY JN,2.0
12314,2026-02-15,GAYA,GAYA JN,29.0
12314,2026-02-15,DHN,DHANBAD JN,14.0
12314,2026-02-15,ASN,ASANSOL JN,27.0
12314,2026-02-15,DGR,DURGAPUR,30.0
12314,2026-02-15,SDAH,SEALDAH,19.0
12314,2026-02-16,NDLS,NEW DELHI,1.0
12314,2026-02-16,CNB,KANPUR CENTRAL,21.0
12314,2026-02-16,DDU,PT DEEN DAYAL UPADHYAY JN,6.0
12314,2026-02-16,GAYA,GAYA JN,23.0
12314,2026-02-16,DHN,DHANBAD JN,25.0
12314,2026-02-16,ASN,ASANSOL JN,41.0
12314,2026-02-16,DGR,DURGAPUR,42.0
12314,2026-02-16,SDAH,SEALDAH,12.0
12314,2026-02-17,NDLS,NEW DELHI,0.0
12314,2026-02-17,CNB,KANPUR CENTRAL,2.0
12314,2026-02-17,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-17,GAYA,GAYA JN,10.0
12314,2026-02-17,DHN,DHANBAD JN,0.0
12314,2026-02-17,ASN,ASANSOL JN,15.0
12314,2026-02-17,DGR,DURGAPUR,19.0
12314,2026-02-17,SDAH,SEALDAH,2.0
12314,2026-02-18,NDLS,NEW DELHI,3.0
12314,2026-02-18,CNB,KANPUR CENTRAL,36.0
12314,2026-02-18,DDU,PT DEEN DAYAL UPADHYAY JN,7.0
12314,2026-02-18,GAYA,GAYA JN,17.0
12314,2026-02-18,DHN,DHANBAD JN,11.0
12314,2026-02-18,ASN,ASANSOL JN,22.0
12314,2026-02-18,DGR,DURGAPUR,25.0
12314,2026-02-18,SDAH,SEALDAH,-2.0
12314,2026-02-19,NDLS,NEW DELHI,1.0
12314,2026-02-19,CNB,KANPUR CENTRAL,12.0
12314,2026-02-19,DDU,PT DEEN DAYAL UPADHYAY JN,7.0
12314,2026-02-19,GAYA,GAYA JN,22.0
12314,2026-02-19,DHN,DHANBAD JN,6.0
12314,2026-02-19,ASN,ASANSOL JN,19.0
12314,2026-02-19,DGR,DURGAPUR,21.0
12314,2026-02-19,SDAH,SEALDAH,-5.0
12314,2026-02-20,NDLS,NEW DELHI,1.0
12314,2026-02-20,CNB,KANPUR CENTRAL,23.0
12314,2026-02-20,DDU,PT DEEN DAYAL UPADHYAY JN,10.0
12314,2026-02-20,GAYA,GAYA JN,29.0
12314,2026-02-20,DHN,DHANBAD JN,18.0
12314,2026-02-20,ASN,ASANSOL JN,28.0
12314,2026-02-20,DGR,DURGAPUR,30.0
12314,2026-02-20,SDAH,SEALDAH,1.0
12314,2026-02-21,NDLS,NEW DELHI,2.0
12314,2026-02-21,CNB,KANPUR CENTRAL,13.0
12314,2026-02-21,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-21,GAYA,GAYA JN,29.0
12314,2026-02-21,DHN,DHANBAD JN,12.0
12314,2026-02-21,ASN,ASANSOL JN,22.0
12314,2026-02-21,DGR,DURGAPUR,23.0
12314,2026-02-21,SDAH,SEALDAH,-7.0
12314,2026-02-22,NDLS,NEW DELHI,0.0
12314,2026-02-22,CNB,KANPUR CENTRAL,17.0
12314,2026-02-22,DDU,PT DEEN DAYAL UPADHYAY JN,3.0
12314,2026-02-22,GAYA,GAYA JN,20.0
12314,2026-02-22,DHN,DHANBAD JN,5.0
12314,2026-02-22,ASN,ASANSOL JN,21.0
12314,2026-02-22,DGR,DURGAPUR,23.0
12314,2026-02-22,SDAH,SEALDAH,-6.0
12314,2026-02-23,NDLS,NEW DELHI,0.0
12314,2026-02-23,CNB,KANPUR CENTRAL,16.0
12314,2026-02-23,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-23,GAYA,GAYA JN,11.0
12314,2026-02-23,DHN,DHANBAD JN,7.0
12314,2026-02-23,ASN,ASANSOL JN,18.0
12314,2026-02-23,DGR,DURGAPUR,21.0
12314,2026-02-23,SDAH,SEALDAH,1.0
12314,2026-02-24,NDLS,NEW DELHI,0.0
12314,2026-02-24,CNB,KANPUR CENTRAL,18.0
12314,2026-02-24,DDU,PT DEEN DAYAL UPADHYAY JN,13.0
12314,2026-02-24,GAYA,GAYA JN,23.0
12314,2026-02-24,DHN,DHANBAD JN,9.0
12314,2026-02-24,ASN,ASANSOL JN,21.0
12314,2026-02-24,DGR,DURGAPUR,23.0
12314,2026-02-24,SDAH,SEALDAH,-6.0
12314,2026-02-25,NDLS,NEW DELHI,0.0
12314,2026-02-25,CNB,KANPUR CENTRAL,5.0
12314,2026-02-25,DDU,PT DEEN DAYAL UPADHYAY JN,3.0
12314,2026-02-25,GAYA,GAYA JN,14.0
12314,2026-02-25,DHN,DHANBAD JN,7.0
12314,2026-02-25,ASN,ASANSOL JN,28.0
12314,2026-02-25,DGR,DURGAPUR,30.0
12314,2026-02-25,SDAH,SEALDAH,-5.0
12314,2026-02-26,NDLS,NEW DELHI,0.0
12314,2026-02-26,CNB,KANPUR CENTRAL,18.0
12314,2026-02-26,DDU,PT DEEN DAYAL UPADHYAY JN,17.0
12314,2026-02-26,GAYA,GAYA JN,41.0
12314,2026-02-26,DHN,DHANBAD JN,28.0
12314,2026-02-26,ASN,ASANSOL JN,41.0
12314,2026-02-26,DGR,DURGAPUR,46.0
12314,2026-02-26,SDAH,SEALDAH,16.0
12314,2026-02-27,NDLS,NEW DELHI,0.0
12314,2026-02-27,CNB,KANPUR CENTRAL,9.0
12314,2026-02-27,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-27,GAYA,GAYA JN,23.0
12314,2026-02-27,DHN,DHANBAD JN,15.0
12314,2026-02-27,ASN,ASANSOL JN,31.0
12314,2026-02-27,DGR,DURGAPUR,37.0
12314,2026-02-27,SDAH,SEALDAH,6.0
12314,2026-02-28,NDLS,NEW DELHI,0.0
12314,2026-02-28,CNB,KANPUR CENTRAL,5.0
12314,2026-02-28,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-02-28,GAYA,GAYA JN,9.0
12314,2026-02-28,DHN,DHANBAD JN,18.0
12314,2026-02-28,ASN,ASANSOL JN,37.0
12314,2026-02-28,DGR,DURGAPUR,42.0
12314,2026-02-28,SDAH,SEALDAH,17.0
12314,2026-03-01,NDLS,NEW DELHI,0.0
12314,2026-03-01,CNB,KANPUR CENTRAL,34.0
12314,2026-03-01,DDU,PT DEEN DAYAL UPADHYAY JN,22.0
12314,2026-03-01,GAYA,GAYA JN,45.0
12314,2026-03-01,DHN,DHANBAD JN,36.0
12314,2026-03-01,ASN,ASANSOL JN,48.0
12314,2026-03-01,DGR,DURGAPUR,52.0
12314,2026-03-01,SDAH,SEALDAH,30.0
12314,2026-03-02,NDLS,NEW DELHI,0.0
12314,2026-03-02,CNB,KANPUR CENTRAL,25.0
12314,2026-03-02,DDU,PT DEEN DAYAL UPADHYAY JN,4.0
12314,2026-03-02,GAYA,GAYA JN,17.0
12314,2026-03-02,DHN,DHANBAD JN,10.0
12314,2026-03-02,ASN,ASANSOL JN,25.0
12314,2026-03-02,DGR,DURGAPUR,28.0
12314,2026-03-02,SDAH,SEALDAH,1.0
12314,2026-03-03,NDLS,NEW DELHI,0.0
12314,2026-03-03,CNB,KANPUR CENTRAL,8.0
12314,2026-03-03,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-03-03,GAYA,GAYA JN,18.0
12314,2026-03-03,DHN,DHANBAD JN,1.0
12314,2026-03-03,ASN,ASANSOL JN,21.0
12314,2026-03-03,DGR,DURGAPUR,23.0
12314,2026-03-03,SDAH,SEALDAH,-7.0
12314,2026-03-04,NDLS,NEW DELHI,1.0
12314,2026-03-04,CNB,KANPUR CENTRAL,20.0
12314,2026-03-04,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-03-04,GAYA,GAYA JN,10.0
12314,2026-03-04,DHN,DHANBAD JN,4.0
12314,2026-03-04,ASN,ASANSOL JN,16.0
12314,2026-03-04,DGR,DURGAPUR,21.0
12314,2026-03-04,SDAH,SEALDAH,4.0
12314,2026-03-05,NDLS,NEW DELHI,26.0
12314,2026-03-05,CNB,KANPUR CENTRAL,50.0
12314,2026-03-05,DDU,PT DEEN DAYAL UPADHYAY JN,9.0
12314,2026-03-05,GAYA,GAYA JN,57.0
12314,2026-03-05,DHN,DHANBAD JN,41.0
12314,2026-03-05,ASN,ASANSOL JN,53.0
12314,2026-03-05,DGR,DURGAPUR,55.0
12314,2026-03-05,SDAH,SEALDAH,26.0
12314,2026-03-06,NDLS,NEW DELHI,1.0
12314,2026-03-06,CNB,KANPUR CENTRAL,4.0
12314,2026-03-06,DDU,PT DEEN DAYAL UPADHYAY JN,0.0
12314,2026-03-06,GAYA,GAYA JN,17.0
12314,2026-03-06,DHN,DHANBAD JN,10.0
12314,2026-03-06,ASN,ASANSOL JN,25.0
12314,2026-03-06,DGR,DURGAPUR,27.0
12314,2026-03-06,SDAH,SEALDAH,2.0
