iter	MAE	RMSE
250	14.08755061	29.97267568
251	14.08379992	29.96297527
252	14.0673364	29.94003443
253	14.06102247	29.92633989
254	14.06039389	29.92006059
255	14.05806175	29.90806815
256	14.05822011	29.90654518
257	14.0586362	29.90500772
258	14.04552932	29.88178634
259	14.02770722	29.85186964
260	14.01832418	29.81501222
261	14.00711031	29.79383856
262	13.99476404	29.74747308
263	13.99503703	29.7459849
264	13.98040424	29.72492275
265	13.97180629	29.69542369
266	13.97119949	29.69416161
267	13.95979517	29.67253736
268	13.94537454	29.64647739
269	13.94533474	29.64504091
270	13.93004601	29.61980533
271	13.90925008	29.58635263
272	13.90540345	29.56546613
273	13.89232593	29.54572887
274	13.87755656	29.51091061
275	13.87330179	29.48997334
276	13.8603696	29.47204061
277	13.85335888	29.44822664
278	13.85321793	29.4451236
279	13.84117021	29.4285253
280	13.84060467	29.42380593
281	13.84052009	29.42240164
282	13.84027817	29.41805107
283	13.83952053	29.41169841
284	13.83806269	29.40393359
285	13.83364146	29.39349608
286	13.81793904	29.3708588
287	13.81784241	29.36960539
288	13.80852414	29.34059574
289	13.80570133	29.33320684
290	13.80544739	29.33197274
291	13.80499824	29.32924272
292	13.80493259	29.32801331
293	13.79612723	29.29377248
294	13.7843349	29.27574896
295	13.76846129	29.25822368
296	13.76929006	29.25458615
297	13.76659001	29.2483764
298	13.76200014	29.23581224
299	13.76123247	29.22978981
300	13.75555377	29.21248148
301	13.75449008	29.2088211
302	13.74273867	29.19000466
303	13.74181414	29.18912791
304	13.73150803	29.1747133
305	13.71409287	29.15333908
306	13.71093087	29.14651064
307	13.7010429	29.12737416
308	13.6905681	29.11308432
309	13.67846331	29.07617899
310	13.67686509	29.06834529
311	13.67216525	29.05474385
312	13.66997074	29.04750809
313	13.66951482	29.04359054
314	13.6648815	29.03242063
315	13.65861491	29.00588561
316	13.65893656	29.00125948
317	13.64558089	28.9650093
318	13.6451976	28.96235756
319	13.64347891	28.95465558
320	13.64291061	28.95087188
321	13.64103698	28.94581103
322	13.63428971	28.93463323
323	13.63430224	28.93364989
324	13.63408274	28.92974009
325	13.63383604	28.9287886
326	13.62894066	28.9104378
327	13.6283443	28.905598
328	13.62816749	28.90023968
329	13.6276886	28.8949392
330	13.62575783	28.8882763
331	13.62406882	28.8795304
332	13.62355437	28.87646777
333	13.61003231	28.85438865
334	13.59710432	28.83839904
335	13.59722605	28.83546544
336	13.57453012	28.79777197
337	13.57382105	28.79687065
338	13.57363148	28.79326167
339	13.57346801	28.79183877
340	13.56165513	28.77479562
341	13.56190149	28.7721269
342	13.56184087	28.77129659
343	13.55986917	28.76514408
344	13.54445922	28.73870418
345	13.54445702	28.73500631
346	13.54397128	28.73146965
347	13.54228385	28.72620478
348	13.52246894	28.70365142
349	13.51483344	28.69128526
350	13.51199331	28.6775023
351	13.50869703	28.66992792
352	13.5065872	28.66389059
353	13.49380974	28.65074305
354	13.49302855	28.6471804
355	13.49305646	28.64284276
356	13.48756798	28.62861087
357	13.48684385	28.62402362
358	13.48615098	28.62019729
359	13.48582629	28.61693962
360	13.4858628	28.61529856
361	13.47620721	28.58860839
362	13.4650362	28.57369761
363	13.45260883	28.55074436
364	13.45211582	28.54817887
365	13.45174112	28.54506805
366	13.44926422	28.53644881
367	13.44873906	28.53334999
368	13.44793351	28.52852895
369	13.44473081	28.51903566
370	13.43184257	28.49295793
371	13.43185721	28.48891343
372	13.43074729	28.48345811
373	13.43047511	28.48049122
374	13.41873847	28.46391293
375	13.41429342	28.44393551
376	13.4146286	28.44037906
377	13.41343685	28.43609659
378	13.39532955	28.40821435
379	13.38355406	28.39950483
380	13.38320439	28.39673006
381	13.38233029	28.39191315
382	13.38169039	28.38773812
383	13.37916115	28.38096958
384	13.37295519	28.356015
385	13.37204236	28.35294334
386	13.37042583	28.34831574
387	13.36376273	28.32798644
388	13.35699995	28.31296019
389	13.35527007	28.30470038
390	13.35410315	28.30108601
391	13.34658496	28.28984506
392	13.34543561	28.28455821
393	13.33987436	28.2718982
394	13.32923662	28.25049574
395	13.3284937	28.24736354
396	13.32700139	28.24230546
397	13.32735259	28.23966289
398	13.31788939	28.23009657
399	13.31079135	28.21724649
400	13.31025595	28.21486561
401	13.30953342	28.21144696
402	13.30859607	28.20754916
403	13.30169794	28.18317656
404	13.28734965	28.15477038
405	13.28696472	28.15239024
406	13.28591184	28.15010384
407	13.27781214	28.13775702
408	13.27774012	28.13720474
409	13.26965655	28.1251298
410	13.26932279	28.12283941
411	13.26862788	28.1196308
412	13.26807126	28.11661206
413	13.26785386	28.11488424
414	13.25947444	28.10146365
415	13.24906728	28.08578224
416	13.24840525	28.08328361
417	13.23529358	28.06737161
418	13.227501	28.05419256
419	13.22300375	28.04572896
420	13.22286329	28.04472963
421	13.22277501	28.0442248
422	13.22270159	28.04371977
423	13.2222716	28.0411161
424	13.21978641	28.03009582
425	13.21931512	28.02789415
426	13.21867751	28.02488699
427	13.21833318	28.02210984
428	13.21048042	28.0107402
429	13.21010215	28.0077784
430	13.21005943	28.00688341
431	13.20249481	27.99723096
432	13.1998555	27.99141318
433	13.19588155	27.97435982
434	13.19527855	27.97072678
435	13.18103633	27.93919545
436	13.17427815	27.91419134
437	13.17421823	27.91373475
438	13.17380149	27.91300575
439	13.17241817	27.90920276
440	13.1615326	27.89121023
441	13.15360043	27.88063476
442	13.15336703	27.87980557
443	13.15301388	27.87835936
444	13.14276711	27.86004769
445	13.1424123	27.85716382
446	13.14190952	27.85518277
447	13.13699471	27.84064478
448	13.1370463	27.83792391
449	13.13639443	27.83591957
450	13.13628815	27.83472386
451	13.13586336	27.83357416
452	13.13580748	27.82985335
453	13.13577319	27.82944974
454	13.13547119	27.82821213
455	13.13514672	27.8250864
456	13.12646402	27.81370054
457	13.12465925	27.80938593
458	13.12386614	27.80633635
459	13.12281031	27.80104316
460	13.11725047	27.7777399
461	13.1157824	27.77492242
462	13.10964634	27.75666711
463	13.09850139	27.72347215
464	13.09612005	27.71392375
465	13.09639313	27.71108846
466	13.08292704	27.68066427
467	13.07628701	27.66903801
468	13.0755269	27.66606899
469	13.06723459	27.65153498
470	13.05526764	27.63436786
471	13.05523291	27.634
472	13.05544597	27.63149409
473	13.05111276	27.61778696
474	13.04362921	27.592186
475	13.04322175	27.59033711
476	13.0430715	27.58925158
477	13.04250701	27.58650082
478	13.04216847	27.58471142
479	13.04122153	27.57981979
480	13.04105679	27.5763979
481	13.0335732	27.56834149
482	13.02733935	27.55940982
483	13.02690138	27.55533082
484	13.02658385	27.55417539
485	13.02100201	27.53355472
486	13.01395316	27.52426494
487	13.013395	27.52255078
488	13.01310717	27.52155546
489	13.00554291	27.51187795
490	13.00499721	27.5093077
491	13.00359531	27.49863964
492	13.00346152	27.49754449
493	12.99672251	27.48890898
494	12.99023318	27.48024617
495	12.98414644	27.47099498
496	12.97723968	27.45796495
497	12.96652676	27.4397897
498	12.96616584	27.4371813
499	12.96582368	27.43462834
500	12.96482792	27.43175641
501	12.96456245	27.4294567
502	12.95821249	27.41705729
503	12.94877173	27.40418751
504	12.93630794	27.3900749
505	12.93515072	27.38823917
506	12.92902432	27.38008779
507	12.92260582	27.3712504
508	12.92148819	27.36888989
509	12.91106025	27.35230213
510	12.91066024	27.35044634
511	12.91006359	27.34812732
512	12.89976512	27.33332661
513	12.89873884	27.32733287
514	12.89632112	27.31858785
515	12.8949349	27.30843792
516	12.8944788	27.30683454
517	12.89398027	27.30583485
518	12.89173353	27.30012105
519	12.8869438	27.27972485
520	12.87713435	27.2656822
521	12.87653347	27.2634451
522	12.87633268	27.26318823
523	12.87598844	27.26167033
524	12.86981012	27.24091739
525	12.86917297	27.23756416
526	12.86375211	27.22583952
527	12.85222942	27.21316759
528	12.851609	27.20888999
529	12.84506915	27.19933087
530	12.84448597	27.19718063
531	12.84065804	27.18473359
532	12.84006709	27.18244489
533	12.84054776	27.18141649
534	12.83463118	27.17119525
535	12.833196	27.16894365
536	12.82652866	27.14445214
537	12.82594568	27.13962975
538	12.82173594	27.13132912
539	12.81122646	27.11551336
540	12.7989718	27.09383985
541	12.79535351	27.08627569
542	12.79525544	27.08443001
543	12.79149001	27.07215727
544	12.79153215	27.06993269
545	12.78439433	27.06054011
546	12.7844524	27.05867253
547	12.78495993	27.05757027
548	12.77756643	27.04724155
549	12.77770858	27.04429176
550	12.77281623	27.03716108
551	12.7679526	27.03034968
552	12.76421703	27.01764361
553	12.75722003	27.00870728
554	12.7536355	26.99974169
555	12.75347476	26.99833982
556	12.75304404	26.99693357
557	12.74532038	26.98205716
558	12.74537105	26.97995988
559	12.74128747	26.97029422
560	12.73073489	26.95369237
561	12.72319006	26.9419455
562	12.71400715	26.93000148
563	12.70767273	26.90909251
564	12.7034187	26.89988422
565	12.70048016	26.89502745
566	12.69594025	26.88577794
567	12.6952957	26.88127198
568	12.68417684	26.86342537
569	12.68364523	26.86144195
570	12.67392498	26.84610474
571	12.67384604	26.84457633
572	12.67328929	26.84315975
573	12.66829869	26.83630041
574	12.66692347	26.83213821
575	12.66643539	26.82780392
576	12.66247723	26.8222015
577	12.65740643	26.81471693
578	12.65707624	26.80840702
579	12.65636638	26.80508824
580	12.64974419	26.79891776
581	12.64814005	26.79306399
582	12.64250347	26.78729939
583	12.63672762	26.77222715
584	12.63595158	26.76975665
585	12.63255734	26.76091216
586	12.63248094	26.75944543
587	12.62812267	26.75341891
588	12.62807015	26.7524211
589	12.62350578	26.73485486
590	12.62296538	26.72463377
591	12.62218304	26.72277454
592	12.62198625	26.71423735
593	12.61335008	26.69981351
594	12.60972276	26.69335322
595	12.6081212	26.69063273
596	12.60099399	26.67719852
597	12.60090012	26.67602981
598	12.60058441	26.67209983
599	12.59624165	26.66666321
600	12.5923237	26.65465937
601	12.58486722	26.63435689
602	12.58491978	26.6333602
603	12.5806472	26.62598981
604	12.57764605	26.61778759
605	12.57219598	26.60832296
606	12.56912159	26.60205224
607	12.56848438	26.60031258
608	12.56858264	26.59543425
609	12.56286367	26.58806589
610	12.55452002	26.57353409
611	12.55241589	26.56828307
612	12.54725803	26.56000079
613	12.54626434	26.55794379
614	12.53822717	26.54841464
615	12.53077059	26.5309206
616	12.5274686	26.52622466
617	12.52481136	26.52071014
618	12.52205554	26.51263908
619	12.51658262	26.50530531
620	12.51404279	26.50037102
621	12.51176021	26.49447902
622	12.50188019	26.47427369
623	12.50165122	26.47395186
624	12.5002752	26.46761433
625	12.49974067	26.46599157
626	12.49959015	26.4579073
627	12.49724496	26.45319674
628	12.49688804	26.45059316
629	12.49066341	26.43219006
630	12.49041181	26.43025874
631	12.4853708	26.42335968
632	12.48124451	26.40127527
633	12.47849987	26.39121168
634	12.47791954	26.38828637
635	12.47776003	26.38653418
636	12.47676566	26.38353768
637	12.47290418	26.37291645
638	12.47173774	26.37003352
639	12.47144075	26.36647609
640	12.46491827	26.35506795
641	12.46359659	26.35280903
642	12.45865111	26.32798488
643	12.45851058	26.32023889
644	12.45830122	26.31909223
645	12.45826397	26.31818487
646	12.45239601	26.29650611
647	12.45094115	26.29239329
648	12.45065917	26.29122085
649	12.44856742	26.28554702
650	12.44387026	26.26329584
651	12.44333215	26.26207661
652	12.44328878	26.26107343
653	12.44290929	26.25745173
654	12.44279965	26.25569835
655	12.43925927	26.25118202
656	12.43556854	26.24577646
657	12.4343831	26.24168266
658	12.4320498	26.23329028
659	12.42657688	26.2256093
660	12.42621144	26.22417643
661	12.425001	26.22205948
662	12.41455608	26.21047691
663	12.41451161	26.20949698
664	12.41443011	26.20847702
665	12.41411512	26.20518821
666	12.41423535	26.20393802
667	12.41017725	26.1970907
668	12.41014323	26.196245
669	12.40957489	26.19355599
670	12.39912718	26.18261344
671	12.3920231	26.1692849
672	12.38847264	26.16139514
673	12.38810881	26.16003518
674	12.38008937	26.14171866
675	12.37175037	26.13366098
676	12.37174814	26.13365398
677	12.36725687	26.12821804
678	12.36228178	26.10252652
679	12.36194673	26.10122411
680	12.35881779	26.09456718
681	12.35881893	26.09456026
682	12.35865771	26.09351507
683	12.35828714	26.09145211
684	12.35837989	26.09026047
685	12.35823498	26.0882372
686	12.35619853	26.08114074
687	12.34873071	26.06945879
688	12.34869072	26.06864821
689	12.34860327	26.06769358
690	12.34808551	26.06521014
691	12.3477284	26.06206124
692	12.34764118	26.06112807
693	12.34758536	26.0602462
694	12.34034719	26.04610139
695	12.33743143	26.04107973
696	12.33445159	26.03602404
697	12.33443812	26.03502603
698	12.33191211	26.0248207
699	12.32424538	26.01613054
700	12.31971193	26.00803553
701	12.31660032	26.00304303
702	12.31664227	26.00192652
703	12.3159031	25.99879771
704	12.31561803	25.99700223
705	12.30900249	25.99139014
706	12.30247291	25.98077382
707	12.30008971	25.97284589
708	12.29328545	25.96500092
709	12.28899917	25.94961422
710	12.28899619	25.94960795
711	12.28860066	25.94738391
712	12.28840373	25.9462068
713	12.28460578	25.93892885
714	12.28430537	25.93741258
715	12.27892456	25.92217643
716	12.27341414	25.90813212
717	12.27321389	25.9063693
718	12.27296563	25.90546945
719	12.26590903	25.89855843
720	12.26556266	25.89671582
721	12.26331449	25.89040799
722	12.26261068	25.88813509
723	12.25788269	25.87542503
724	12.25463352	25.86972889
725	12.24962776	25.86132365
726	12.24381158	25.8532517
727	12.24358475	25.85236588
728	12.2382391	25.84532457
729	12.23802151	25.84432578
730	12.23671157	25.84296125
731	12.23380084	25.83852735
732	12.23357932	25.83760119
733	12.22721387	25.81848405
734	12.22736271	25.81775815
735	12.22560454	25.81156486
736	12.22535901	25.80990693
737	12.22461493	25.80779628
738	12.22437973	25.80694705
739	12.22262474	25.8006243
740	12.22105118	25.79879143
741	12.22088982	25.79767871
742	12.21527988	25.79132915
743	12.21008303	25.7810421
744	12.20551228	25.77444338
745	12.20518121	25.77291088
746	12.20532125	25.77221192
747	12.20165987	25.76753972
748	12.20165941	25.76753368
749	12.19503939	25.75505198
750	12.19080424	25.7397379
751	12.18605571	25.72787408
752	12.18494542	25.72471702
753	12.18153551	25.714952
754	12.18056463	25.71322237
755	12.17877187	25.70863383
756	12.1787017	25.70758101
757	12.17874906	25.70671336
758	12.17256533	25.69504356
759	12.16966719	25.68666
760	12.16798964	25.68053129
761	12.16798611	25.6805257
762	12.16444065	25.67509121
763	12.16350139	25.67341513
764	12.16130699	25.66867665
765	12.16014251	25.66680812
766	12.15925849	25.66413243
767	12.15929562	25.66329276
768	12.15737118	25.65606367
769	12.14926098	25.6461376
770	12.14906469	25.64430318
771	12.14392206	25.6386046
772	12.14019964	25.63336507
773	12.13879818	25.63027811
774	12.13875874	25.6292745
775	12.13875533	25.62926912
776	12.13520937	25.61471964
777	12.13520776	25.61471433
778	12.13024908	25.60754696
779	12.12940161	25.60495879
780	12.12530501	25.59697705
781	12.12315835	25.59333768
782	12.11651916	25.58733238
783	12.11656688	25.5865151
784	12.11339366	25.58062792
785	12.10820859	25.57377818
786	12.1046617	25.56487291
787	12.09953225	25.55910284
788	12.09782205	25.5544558
789	12.09344043	25.54162239
790	12.09344489	25.54161736
791	12.09141412	25.53694636
792	12.08830727	25.53215351
793	12.08802489	25.52660935
794	12.08764759	25.52546718
795	12.08765222	25.52454384
796	12.08473765	25.52000271
797	12.07879642	25.50274028
798	12.07747378	25.49781093
799	12.0772532	25.49496566
800	12.07656245	25.4930294
801	12.07366302	25.48813993
802	12.07366533	25.48813489
803	12.06980835	25.48280756
804	12.06861939	25.48007703
805	12.06862095	25.48007205
806	12.06505266	25.46738648
807	12.06079626	25.45995719
808	12.05350051	25.45444998
809	12.04876428	25.43983404
810	12.04876526	25.43982913
811	12.04876601	25.43982429
812	12.04866698	25.43709378
813	12.04866756	25.43708901
814	12.04866792	25.43708432
815	12.04435435	25.43144782
816	12.04435526	25.43057577
817	12.03982484	25.42577044
818	12.03778056	25.41951955
819	12.03302565	25.40994708
820	12.03127035	25.40545983
821	12.02685009	25.40086438
822	12.02686385	25.40003493
823	12.02654431	25.3988371
824	12.02661857	25.39812705
825	12.02469574	25.39293747
826	12.02117904	25.38393655
827	12.01884	25.3781417
828	12.01509831	25.37183715
829	12.01403583	25.37002528
830	12.01407014	25.36924662
831	12.01254093	25.36713715
832	12.01207859	25.36537208
833	12.00768755	25.35178352
834	12.00742448	25.35029005
835	12.00743263	25.35028558
836	12.00253852	25.33439264
837	11.99892695	25.32819377
838	11.99482463	25.31828814
839	11.99487622	25.31755295
840	11.99465382	25.31609138
841	11.9938702	25.30951299
842	11.99350247	25.30872114
843	11.99349424	25.30573573
844	11.99269881	25.30251128
845	11.99161249	25.29259931
846	11.98952398	25.28733093
847	11.98638194	25.27698057
848	11.98188637	25.27220942
849	11.98040541	25.27016029
850	11.97779724	25.25799863
851	11.97774732	25.255271
852	11.97780264	25.2545803
853	11.97786441	25.25392315
854	11.97135735	25.24556932
855	11.97115569	25.24395661
856	11.97124215	25.24333065
857	11.97098171	25.24037733
858	11.96823562	25.23129168
859	11.96806687	25.2304826
860	11.96720334	25.22248978
861	11.96368213	25.21604411
862	11.96358001	25.21548938
863	11.96336274	25.21453891
864	11.96336725	25.21453474
865	11.95912351	25.20862333
866	11.95566145	25.19931343
867	11.95332078	25.19520863
868	11.95166326	25.19291181
869	11.95172755	25.1922756
870	11.95035952	25.18892978
871	11.9501802	25.18817753
872	11.94690601	25.18072844
873	11.94291544	25.1766069
874	11.94184933	25.17408389
875	11.94172813	25.17128634
876	11.94116105	25.16997922
877	11.94128122	25.16942821
878	11.93778625	25.16320328
879	11.93478564	25.15797519
880	11.93276439	25.14643151
881	11.93288118	25.14590917
882	11.93299983	25.14541183
883	11.93275704	25.14466893
884	11.93021684	25.13389711
885	11.93024574	25.13325737
886	11.9303846	25.13278553
887	11.92903641	25.13087969
888	11.92887034	25.13012716
889	11.92733588	25.12828374
890	11.92492571	25.12223897
891	11.92423868	25.11969067
892	11.92254212	25.11497191
893	11.91844777	25.10924504
894	11.91858277	25.10879023
895	11.91749387	25.10624315
896	11.91712678	25.10531837
897	11.91687529	25.10400471
898	11.91521036	25.1016572
899	11.91271111	25.0960918
900	11.90852774	25.08600548
901	11.90465442	25.07276808
902	11.90099004	25.06004939
903	11.89951102	25.05554653
904	11.89652283	25.05133018
905	11.89344212	25.04504723
906	11.89142689	25.04009677
907	11.88678711	25.02970724
908	11.88525081	25.01890884
909	11.88287647	25.01441418
910	11.88181191	25.01109902
911	11.88174915	25.00868135
912	11.87855642	25.0027388
913	11.87720344	24.99228602
914	11.87691586	24.99130175
915	11.8769001	24.98861604
916	11.87655497	24.98782762
917	11.87530093	24.98604154
918	11.87498848	24.98514772
919	11.87490195	24.98251497
920	11.87504343	24.98209467
921	11.87474665	24.98019699
922	11.87279174	24.97297718
923	11.87070342	24.96682026
924	11.86551347	24.9597472
925	11.86408569	24.95709946
926	11.86370265	24.95525757
927	11.85912346	24.95085813
928	11.85838162	24.9483797
929	11.85763756	24.93887142
930	11.85736489	24.93760818
931	11.85613166	24.93383347
932	11.85538034	24.93222205
933	11.85251004	24.92788417
934	11.84997112	24.92205126
935	11.84870981	24.9119141
936	11.84730796	24.90946785
937	11.84610889	24.89966214
938	11.84450097	24.89527226
939	11.84418375	24.89451794
940	11.8439351	24.89330354
941	11.8413531	24.88566224
942	11.83720799	24.88023798
943	11.83690137	24.87949566
944	11.83544999	24.87679256
945	11.83320914	24.87043878
946	11.83165687	24.86378436
947	11.83166752	24.8637805
948	11.83068864	24.85437686
949	11.82713765	24.85004043
950	11.82695028	24.8466286
951	11.82299618	24.84259913
952	11.82294218	24.84209269
953	11.82300157	24.84151812
954	11.82270567	24.84078832
955	11.82131382	24.8375127
956	11.81720411	24.827378
957	11.81675119	24.82520911
958	11.81672462	24.82472548
959	11.8169076	24.82434719
960	11.81415936	24.8179828
961	11.81330438	24.80899466
962	11.81322067	24.80837513
963	11.81339096	24.80801594
964	11.81331621	24.80693355
965	11.81268839	24.8053493
966	11.81248693	24.80434902
967	11.81244611	24.80388689
968	11.81261141	24.80354563
969	11.81269828	24.80290468
970	11.81019763	24.79391027
971	11.80942113	24.78528397
972	11.80759758	24.78079978
973	11.80696326	24.77888637
974	11.80319743	24.77109109
975	11.80199236	24.767885
976	11.80130773	24.7667644
977	11.79564292	24.76136585
978	11.79515248	24.76011114
979	11.79508498	24.75793488
980	11.79389919	24.7544235
981	11.79363604	24.75372372
982	11.78969431	24.74478127
983	11.78921973	24.74383222
984	11.78794826	24.73840169
985	11.78724442	24.73005711
986	11.78649497	24.72883661
987	11.78342826	24.72477947
988	11.78196374	24.72169609
989	11.78213544	24.72137376
990	11.78180892	24.72041811
991	11.77923705	24.7156868
992	11.77857386	24.70763214
993	11.77787702	24.6983926
994	11.77388817	24.67979899
995	11.77321469	24.67746656
996	11.76611932	24.65521756
997	11.76429146	24.65226678
998	11.75921867	24.64682644
