iter	MAE	RMSE
999	11.75347644	24.63501136
1000	11.75186829	24.63109865
1001	11.75030424	24.62019978
1002	11.75045648	24.61971225
1003	11.74988248	24.61866434
1004	11.74988774	24.61828434
1005	11.74961331	24.61751726
1006	11.74979066	24.61721641
1007	11.74938113	24.61569917
1008	11.74666082	24.61166788
1009	11.74550006	24.60715428
1010	11.74429892	24.60500979
1011	11.74021515	24.59941251
1012	11.73964803	24.59725387
1013	11.73800617	24.59460092
1014	11.73783092	24.59389979
1015	11.73739139	24.59298961
1016	11.73722699	24.5923052
1017	11.73366433	24.5884637
1018	11.73349744	24.58778803
1019	11.732923	24.58655929
1020	11.73236617	24.58536235
1021	11.7317818	24.57779214
1022	11.72856459	24.56887288
1023	11.72800749	24.56588463
1024	11.72521333	24.56088584
1025	11.72040724	24.55529698
1026	11.7205095	24.55472752
1027	11.71995717	24.55346467
1028	11.71741209	24.54311503
1029	11.71346812	24.53657899
1030	11.71330153	24.53591558
1031	11.71316964	24.53485748
1032	11.71199936	24.53205339
1033	11.71037579	24.52804138
1034	11.7057105	24.52445832
1035	11.70466867	24.51947954
1036	11.70479896	24.51920974
1037	11.69979574	24.51180541
1038	11.69834051	24.50874343
1039	11.69701976	24.5071528
1040	11.69712065	24.506606
1041	11.6968867	24.50582558
1042	11.69528123	24.50209292
1043	11.69469953	24.49475003
1044	11.69460123	24.4944116
1045	11.6946827	24.49396734
1046	11.6938871	24.48950781
1047	11.69375387	24.48883069
1048	11.69369049	24.48791311
1049	11.69347655	24.487364
1050	11.69334335	24.48670167
1051	11.6928358	24.48550423
1052	11.69215572	24.48439151
1053	11.6910621	24.48246097
1054	11.68976049	24.4790993
1055	11.68528329	24.47348428
1056	11.6850402	24.47254961
1057	11.68147248	24.46705556
1058	11.68133448	24.46640167
1059	11.67956157	24.46002493
1060	11.67941974	24.45944133
1061	11.6792057	24.45881035
1062	11.67414604	24.45408843
1063	11.67238987	24.44975166
1064	11.67226016	24.44911412
1065	11.66914424	24.44260166
1066	11.66636727	24.43859763
1067	11.66535263	24.43712071
1068	11.66117215	24.42980893
1069	11.65971052	24.42795822
1070	11.65902416	24.41885549
1071	11.659017	24.41853376
1072	11.6576142	24.41516662
1073	11.65747305	24.41451795
1074	11.65555991	24.40545796
1075	11.65244499	24.39822275
1076	11.65150402	24.39683337
1077	11.65023252	24.39357148
1078	11.64956937	24.38602332
1079	11.64971044	24.38575997
1080	11.64881291	24.38250507
1081	11.64857588	24.38107176
1082	11.64860498	24.38077183
1083	11.64324452	24.37233214
1084	11.64303342	24.37212766
1085	11.64249345	24.37095628
1086	11.64235868	24.37033761
1087	11.64217032	24.36958092
1088	11.64072517	24.36624626
1089	11.64061113	24.36563887
1090	11.63818078	24.36050545
1091	11.63809001	24.35997744
1092	11.63485652	24.3531706
1093	11.63471811	24.35270548
1094	11.63459317	24.35210718
1095	11.62903441	24.34242839
1096	11.62890069	24.34183506
1097	11.62802035	24.34050544
1098	11.62759093	24.33940912
1099	11.62435084	24.33436012
1100	11.62220073	24.32825533
1101	11.62234603	24.32800913
1102	11.62248875	24.32777463
1103	11.62126268	24.32463191
1104	11.61885954	24.31755621
1105	11.61876287	24.31703038
1106	11.61651197	24.31214075
1107	11.61459934	24.3037722
1108	11.61465079	24.30344151
1109	11.61239445	24.29668616
1110	11.61226682	24.29611521
1111	11.61214065	24.29555143
1112	11.60786432	24.29117715
1113	11.60632501	24.28760698
1114	11.60482731	24.27831168
1115	11.60290063	24.27399497
1116	11.60211923	24.26503533
1117	11.60025421	24.26139999
1118	11.59847005	24.25684995
1119	11.59783942	24.25585067
1120	11.59770609	24.25529372
1121	11.59779196	24.25485149
1122	11.59703235	24.2519796
1123	11.59441991	24.24689517
1124	11.58939802	24.24416043
1125	11.58925865	24.24361388
1126	11.58890319	24.24241456
1127	11.58841947	24.24148579
1128	11.58492332	24.2360771
1129	11.58419443	24.23484515
1130	11.58396592	24.23431054
1131	11.58144239	24.22758856
1132	11.58131974	24.22703143
1133	11.57945459	24.22282588
1134	11.57661804	24.2157582
1135	11.57648455	24.21509632
1136	11.57543706	24.21249957
1137	11.5706747	24.20861651
1138	11.56874641	24.20475297
1139	11.56867948	24.20428899
1140	11.56807189	24.19934947
1141	11.56716652	24.19495343
1142	11.56374229	24.18737834
1143	11.56272117	24.18456086
1144	11.55957839	24.1757311
1145	11.5594562	24.17518678
1146	11.5594539	24.17484307
1147	11.5579478	24.16197039
1148	11.55782535	24.16140098
1149	11.55741539	24.16067946
1150	11.55645075	24.15768919
1151	11.5528609	24.15479667
1152	11.55282259	24.1543622
1153	11.55121495	24.14851625
1154	11.54918058	24.14278928
1155	11.54894651	24.14224858
1156	11.54738831	24.1394715
1157	11.54727681	24.13892141
1158	11.54704321	24.1383923
1159	11.54627252	24.13713387
1160	11.54643315	24.13572719
1161	11.54536233	24.13280574
1162	11.54328685	24.12776129
1163	11.54351572	24.12732584
1164	11.5406063	24.12282755
1165	11.53940044	24.12126794
1166	11.53545912	24.11478371
1167	11.53396827	24.10087836
1168	11.5308807	24.0905732
1169	11.52845337	24.08505342
1170	11.52862713	24.08475976
1171	11.52798623	24.07749942
1172	11.52747723	24.07550705
1173	11.52658227	24.06757379
1174	11.5261317	24.06511855
1175	11.52594078	24.0646829
1176	11.52427751	24.06244047
1177	11.52101579	24.05846207
1178	11.52118482	24.0581714
1179	11.52069047	24.05628723
1180	11.51998054	24.05514088
1181	11.51996183	24.05466754
1182	11.51919673	24.04616855
1183	11.51862165	24.03797845
1184	11.51853818	24.03754345
1185	11.51833809	24.0370681
1186	11.51220061	24.02771919
1187	11.50943581	24.02349232
1188	11.50627895	24.01499589
1189	11.50607173	24.01449059
1190	11.50598766	24.0140664
1191	11.50517576	24.00456762
1192	11.50431404	24.00282794
1193	11.50279035	23.99734136
1194	11.50227032	23.99648776
1195	11.50208936	23.99602787
1196	11.49961283	23.98746602
1197	11.49955407	23.98716278
1198	11.49931102	23.98603563
1199	11.4955372	23.98118794
1200	11.49387421	23.97892098
1201	11.4915574	23.97266842
1202	11.49138471	23.97221353
1203	11.49105793	23.97205713
1204	11.49040266	23.97105654
1205	11.49023448	23.97060789
1206	11.48626591	23.96687434
1207	11.48456496	23.96103068
1208	11.48311711	23.95821717
1209	11.4816833	23.95720588
1210	11.48161017	23.95679672
1211	11.4800331	23.94785923
1212	11.47986469	23.94741726
1213	11.47936636	23.93955281
1214	11.47795008	23.93440027
1215	11.47779041	23.9339661
1216	11.47612884	23.93051484
1217	11.47494879	23.92855183
1218	11.47316092	23.92374495
1219	11.47330423	23.92354467
1220	11.47080974	23.91856898
1221	11.47080795	23.9181138
1222	11.46980036	23.91173743
1223	11.46775615	23.90717149
1224	11.46760884	23.9067441
1225	11.46623027	23.90274447
1226	11.46289963	23.89351224
1227	11.46255981	23.89274225
1228	11.46183374	23.89157495
1229	11.45992932	23.88601258
1230	11.45928982	23.88351419
1231	11.45567351	23.87713414
1232	11.45342547	23.87299936
1233	11.45313099	23.87237915
1234	11.45299389	23.87196122
1235	11.45220628	23.86965086
1236	11.45083946	23.86476222
1237	11.44843997	23.86058979
1238	11.44830534	23.8601748
1239	11.44817575	23.85976626
1240	11.44762573	23.85833292
1241	11.44630478	23.85060008
1242	11.44617456	23.85019802
1243	11.44604384	23.84979699
1244	11.44350233	23.8459761
1245	11.4428256	23.8448572
1246	11.4427966	23.84418875
1247	11.44242346	23.84301333
1248	11.43918867	23.83406857
1249	11.43662758	23.82490504
1250	11.4325435	23.81052436
1251	11.43189659	23.80944194
1252	11.43203616	23.80924908
1253	11.43213382	23.80880814
1254	11.43118632	23.80733606
1255	11.43106217	23.80694595
1256	11.43088674	23.80615972
1257	11.43015945	23.79713243
1258	11.42878141	23.79050226
1259	11.42760973	23.7812272
1260	11.42701396	23.78017725
1261	11.42654915	23.77263531
1262	11.42252721	23.76855754
1263	11.42196871	23.76753809
1264	11.42100786	23.75627858
1265	11.4190051	23.75095419
1266	11.41722892	23.7484213
1267	11.41737049	23.74823361
1268	11.4121051	23.74211135
1269	11.41088595	23.73048711
1270	11.40938855	23.72749025
1271	11.40866472	23.72389307
1272	11.40880609	23.72333021
1273	11.40323985	23.7151945
1274	11.40210853	23.71316474
1275	11.40035442	23.70574723
1276	11.39901791	23.69776003
1277	11.39904691	23.6972191
1278	11.39904489	23.6968138
1279	11.39870089	23.69634731
1280	11.3974142	23.69384567
1281	11.39594598	23.6919628
1282	11.39217101	23.68602581
1283	11.39207463	23.6855616
1284	11.39095947	23.68271981
1285	11.3889203	23.67660305
1286	11.38879227	23.67621257
1287	11.38718163	23.67192212
1288	11.38673	23.66472148
1289	11.38261436	23.66246869
1290	11.38211376	23.65589004
1291	11.38199061	23.65550586
1292	11.38080932	23.65270766
1293	11.38072018	23.65238111
1294	11.37936807	23.64798999
1295	11.37924668	23.64761281
1296	11.37913103	23.64724152
1297	11.37738506	23.64217022
1298	11.37580043	23.64119788
1299	11.3756838	23.64083202
1300	11.37255347	23.63526196
1301	11.37236309	23.63486047
1302	11.37191501	23.63275328
1303	11.37175024	23.63204065
1304	11.37128612	23.62730634
1305	11.37048426	23.61657733
1306	11.37041488	23.61593595
1307	11.3703055	23.61557635
1308	11.36941095	23.60476509
1309	11.36841848	23.59965155
1310	11.3666229	23.59581633
1311	11.36387773	23.59351188
1312	11.36314319	23.58302577
1313	11.36304128	23.58266922
1314	11.36230707	23.58136507
1315	11.36129309	23.57290354
1316	11.35798697	23.56634568
1317	11.35758223	23.56520505
1318	11.35734031	23.56414319
1319	11.35556119	23.56068777
1320	11.35458414	23.55718501
1321	11.35265845	23.55139727
1322	11.35228568	23.54936346
1323	11.35010297	23.54601821
1324	11.35002648	23.54482378
1325	11.3464566	23.53894686
1326	11.34637996	23.53864553
1327	11.34637861	23.53827911
1328	11.3458336	23.5356269
1329	11.3446913	23.53328832
1330	11.34179802	23.52951617
1331	11.3412785	23.52855049
1332	11.33917012	23.52439042
1333	11.33905448	23.52407072
1334	11.33520123	23.51899952
1335	11.33183317	23.515721
1336	11.32839545	23.51118686
1337	11.32575511	23.49943567
1338	11.32539757	23.49839757
1339	11.32094782	23.48949926
1340	11.31811313	23.4859063
1341	11.31771901	23.47912371
1342	11.31757293	23.47866386
1343	11.31685697	23.47761264
1344	11.31670382	23.47654418
1345	11.31555712	23.47451289
1346	11.31482556	23.46432182
1347	11.313339	23.46338187
1348	11.30981013	23.45888143
1349	11.30968852	23.45853719
1350	11.30956995	23.45819722
1351	11.30945463	23.45786143
1352	11.30445253	23.45431076
1353	11.3042652	23.45374761
1354	11.30409706	23.45339087
1355	11.3038133	23.4529603
1356	11.30189799	23.44968748
1357	11.301897	23.44918039
1358	11.3013421	23.44789376
1359	11.30128652	23.4471506
1360	11.30036011	23.44383405
1361	11.30026305	23.44339244
1362	11.30018571	23.44300166
1363	11.29820481	23.44135154
1364	11.297603	23.43998669
1365	11.29617145	23.43660831
1366	11.295575	23.42877808
1367	11.29100374	23.40994066
1368	11.29001164	23.40767386
1369	11.28989234	23.40732924
1370	11.28991055	23.40683436
1371	11.289739	23.40649085
1372	11.28905231	23.40562023
1373	11.28891281	23.40509423
1374	11.28824842	23.39505564
1375	11.28752505	23.3928047
1376	11.28654131	23.39067357
1377	11.28221211	23.37252386
1378	11.28128208	23.3703537
1379	11.28006114	23.36701802
1380	11.27880339	23.36610224
1381	11.27866622	23.36576826
1382	11.27857443	23.36543877
1383	11.27518096	23.36166528
1384	11.27505114	23.36138826
1385	11.27295947	23.35663372
1386	11.27284376	23.35631223
1387	11.26978825	23.35240912
1388	11.26927478	23.35144228
1389	11.2664864	23.34791736
1390	11.26617233	23.34681675
1391	11.265062	23.34228422
1392	11.26459557	23.34120308
1393	11.26448522	23.34093381
1394	11.26455701	23.34076218
1395	11.26440801	23.34004646
1396	11.26154582	23.33543545
1397	11.26163201	23.33503046
1398	11.25857729	23.32560348
1399	11.2580853	23.32467464
1400	11.2565375	23.31984241
1401	11.25511097	23.31898827
1402	11.25480157	23.31855339
1403	11.25434265	23.31695282
1404	11.25240914	23.31514672
1405	11.25196502	23.31362231
1406	11.25184965	23.31335966
1407	11.25089984	23.31119304
1408	11.24949358	23.30749723
1409	11.24933369	23.30671683
1410	11.24713678	23.29873958
1411	11.24594219	23.2946303
1412	11.24577483	23.29039456
1413	11.24576089	23.28992824
1414	11.24564358	23.28964317
1415	11.24435361	23.28750606
1416	11.24409578	23.28674313
1417	11.24275871	23.28594081
1418	11.23921262	23.27090868
1419	11.23837604	23.26968201
1420	11.23657931	23.26751143
1421	11.2366162	23.26717688
1422	11.23654559	23.26688441
1423	11.23629043	23.26630887
1424	11.2340067	23.2525263
1425	11.23407923	23.25237912
1426	11.232653	23.24856863
1427	11.23272409	23.24842814
1428	11.23138445	23.24765382
1429	11.2309741	23.2442568
1430	11.2309142	23.24395493
1431	11.22965925	23.24320141
1432	11.22950502	23.24292019
1433	11.22724284	23.23938129
1434	11.22674617	23.23628582
1435	11.22620121	23.22865531
1436	11.22609815	23.22823455
1437	11.22616088	23.22785016
1438	11.2256808	23.22571646
1439	11.22333601	23.22241644
1440	11.22258788	23.22055963
1441	11.22118095	23.21592372
1442	11.21963664	23.21091767
1443	11.21766629	23.20795845
1444	11.21520157	23.2040191
1445	11.21503514	23.20346161
1446	11.21344508	23.20054692
1447	11.21242568	23.19643053
1448	11.21098371	23.19445612
1449	11.21017859	23.1931345
1450	11.20914083	23.18964665
1451	11.20842689	23.18739162
1452	11.20643582	23.1831416
1453	11.20607217	23.182326
1454	11.20405364	23.1713639
1455	11.20262308	23.16513079
1456	11.20249663	23.16480131
1457	11.19939358	23.1555925
1458	11.19866019	23.15306136
1459	11.19869081	23.15279003
1460	11.19736383	23.14975582
1461	11.19735646	23.14930823
1462	11.19629115	23.14767692
1463	11.19621279	23.14726721
1464	11.19617111	23.14703273
1465	11.19607369	23.1467906
1466	11.1960688	23.14635104
1467	11.19438665	23.13755879
1468	11.19292161	23.1356227
1469	11.19224162	23.13358027
1470	11.19196133	23.1331759
1471	11.19130309	23.130982
1472	11.18670856	23.11196182
1473	11.18541792	23.10952316
1474	11.18474303	23.10612527
1475	11.18448063	23.10573529
1476	11.18437976	23.10533647
1477	11.18318882	23.10424922
1478	11.18043133	23.09709549
1479	11.18021491	23.09661368
1480	11.18008147	23.09629488
1481	11.17998913	23.09601014
1482	11.17877936	23.09366431
1483	11.17852441	23.09289272
1484	11.17675083	23.09002827
1485	11.1716559	23.08080971
1486	11.17156988	23.08042614
1487	11.16930556	23.07858944
1488	11.16777666	23.07582482
1489	11.16784364	23.07569452
1490	11.16551862	23.07229009
1491	11.16414913	23.06990993
1492	11.16318862	23.06902349
1493	11.15872739	23.0532896
1494	11.15460169	23.04855848
1495	11.15267322	23.04641971
1496	11.15163336	23.04447486
1497	11.14796616	23.04001385
1498	11.14734253	23.03921014
1499	11.14659654	23.03834114
