journey_id,train_no,date,route_id,station_sequence,station_code,station_name,distance,previous_station,previous_distance,section_distance,delay,previous_delay,delay_change,journey_progress,total_stations,day_of_week,is_weekend,month,source_file
12314_20250905,12314,2025-09-05,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,4,0,9,12314_running_history.csv
12314_20250905,12314,2025-09-05,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,4.0,0.0,4.0,0.14285714285714285,8,4,0,9,12314_running_history.csv
12314_20250905,12314,2025-09-05,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,4.0,-4.0,0.2857142857142857,8,4,0,9,12314_running_history.csv
12314_20250905,12314,2025-09-05,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,13.0,0.0,13.0,0.42857142857142855,8,4,0,9,12314_running_history.csv
12314_20250905,12314,2025-09-05,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,2.0,13.0,-11.0,0.5714285714285714,8,4,0,9,12314_running_history.csv
12314_20250905,12314,2025-09-05,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,20.0,2.0,18.0,0.7142857142857143,8,4,0,9,12314_running_history.csv
12314_20250905,12314,2025-09-05,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,22.0,20.0,2.0,0.8571428571428571,8,4,0,9,12314_running_history.csv
12314_20250905,12314,2025-09-05,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,4.0,22.0,-18.0,1.0,8,4,0,9,12314_running_history.csv
12314_20250906,12314,2025-09-06,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,2.0,,,0.0,8,5,1,9,12314_running_history.csv
12314_20250906,12314,2025-09-06,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,16.0,2.0,14.0,0.14285714285714285,8,5,1,9,12314_running_history.csv
12314_20250906,12314,2025-09-06,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,16.0,-16.0,0.2857142857142857,8,5,1,9,12314_running_history.csv
12314_20250906,12314,2025-09-06,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,7.0,0.0,7.0,0.42857142857142855,8,5,1,9,12314_running_history.csv
12314_20250906,12314,2025-09-06,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,1.0,7.0,-6.0,0.5714285714285714,8,5,1,9,12314_running_history.csv
12314_20250906,12314,2025-09-06,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,18.0,1.0,17.0,0.7142857142857143,8,5,1,9,12314_running_history.csv
12314_20250906,12314,2025-09-06,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,24.0,18.0,6.0,0.8571428571428571,8,5,1,9,12314_running_history.csv
12314_20250906,12314,2025-09-06,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,-13.0,24.0,-37.0,1.0,8,5,1,9,12314_running_history.csv
12314_20250907,12314,2025-09-07,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,6,1,9,12314_running_history.csv
12314_20250907,12314,2025-09-07,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,12.0,0.0,12.0,0.14285714285714285,8,6,1,9,12314_running_history.csv
12314_20250907,12314,2025-09-07,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,12.0,-12.0,0.2857142857142857,8,6,1,9,12314_running_history.csv
12314_20250907,12314,2025-09-07,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,10.0,0.0,10.0,0.42857142857142855,8,6,1,9,12314_running_history.csv
12314_20250907,12314,2025-09-07,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,0.0,10.0,-10.0,0.5714285714285714,8,6,1,9,12314_running_history.csv
12314_20250907,12314,2025-09-07,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,22.0,0.0,22.0,0.7142857142857143,8,6,1,9,12314_running_history.csv
12314_20250907,12314,2025-09-07,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,22.0,22.0,0.0,0.8571428571428571,8,6,1,9,12314_running_history.csv
12314_20250907,12314,2025-09-07,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,6.0,22.0,-16.0,1.0,8,6,1,9,12314_running_history.csv
12314_20250908,12314,2025-09-08,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,1.0,,,0.0,8,0,0,9,12314_running_history.csv
12314_20250908,12314,2025-09-08,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,10.0,1.0,9.0,0.14285714285714285,8,0,0,9,12314_running_history.csv
12314_20250908,12314,2025-09-08,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,7.0,10.0,-3.0,0.2857142857142857,8,0,0,9,12314_running_history.csv
12314_20250908,12314,2025-09-08,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,18.0,7.0,11.0,0.42857142857142855,8,0,0,9,12314_running_history.csv
12314_20250908,12314,2025-09-08,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,5.0,18.0,-13.0,0.5714285714285714,8,0,0,9,12314_running_history.csv
12314_20250908,12314,2025-09-08,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,16.0,5.0,11.0,0.7142857142857143,8,0,0,9,12314_running_history.csv
12314_20250908,12314,2025-09-08,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,17.0,16.0,1.0,0.8571428571428571,8,0,0,9,12314_running_history.csv
12314_20250908,12314,2025-09-08,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,-2.0,17.0,-19.0,1.0,8,0,0,9,12314_running_history.csv
12314_20250909,12314,2025-09-09,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,1,0,9,12314_running_history.csv
12314_20250909,12314,2025-09-09,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,8.0,0.0,8.0,0.14285714285714285,8,1,0,9,12314_running_history.csv
12314_20250909,12314,2025-09-09,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,8.0,-8.0,0.2857142857142857,8,1,0,9,12314_running_history.csv
12314_20250909,12314,2025-09-09,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,13.0,0.0,13.0,0.42857142857142855,8,1,0,9,12314_running_history.csv
12314_20250909,12314,2025-09-09,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,4.0,13.0,-9.0,0.5714285714285714,8,1,0,9,12314_running_history.csv
12314_20250909,12314,2025-09-09,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,22.0,4.0,18.0,0.7142857142857143,8,1,0,9,12314_running_history.csv
12314_20250909,12314,2025-09-09,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,22.0,22.0,0.0,0.8571428571428571,8,1,0,9,12314_running_history.csv
12314_20250909,12314,2025-09-09,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,3.0,22.0,-19.0,1.0,8,1,0,9,12314_running_history.csv
12314_20250910,12314,2025-09-10,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,2,0,9,12314_running_history.csv
12314_20250910,12314,2025-09-10,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,1.0,0.0,1.0,0.14285714285714285,8,2,0,9,12314_running_history.csv
12314_20250910,12314,2025-09-10,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,1.0,-1.0,0.2857142857142857,8,2,0,9,12314_running_history.csv
12314_20250910,12314,2025-09-10,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,8.0,0.0,8.0,0.42857142857142855,8,2,0,9,12314_running_history.csv
12314_20250910,12314,2025-09-10,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,0.0,8.0,-8.0,0.5714285714285714,8,2,0,9,12314_running_history.csv
12314_20250910,12314,2025-09-10,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,12.0,0.0,12.0,0.7142857142857143,8,2,0,9,12314_running_history.csv
12314_20250910,12314,2025-09-10,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,19.0,12.0,7.0,0.8571428571428571,8,2,0,9,12314_running_history.csv
12314_20250910,12314,2025-09-10,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,-2.0,19.0,-21.0,1.0,8,2,0,9,12314_running_history.csv
12314_20250911,12314,2025-09-11,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,3,0,9,12314_running_history.csv
12314_20250911,12314,2025-09-11,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,3.0,0.0,3.0,0.14285714285714285,8,3,0,9,12314_running_history.csv
12314_20250911,12314,2025-09-11,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,3.0,-3.0,0.2857142857142857,8,3,0,9,12314_running_history.csv
12314_20250911,12314,2025-09-11,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,13.0,0.0,13.0,0.42857142857142855,8,3,0,9,12314_running_history.csv
12314_20250911,12314,2025-09-11,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,10.0,13.0,-3.0,0.5714285714285714,8,3,0,9,12314_running_history.csv
12314_20250911,12314,2025-09-11,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,25.0,10.0,15.0,0.7142857142857143,8,3,0,9,12314_running_history.csv
12314_20250911,12314,2025-09-11,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,26.0,25.0,1.0,0.8571428571428571,8,3,0,9,12314_running_history.csv
12314_20250911,12314,2025-09-11,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,0.0,26.0,-26.0,1.0,8,3,0,9,12314_running_history.csv
12314_20250912,12314,2025-09-12,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,4,0,9,12314_running_history.csv
12314_20250912,12314,2025-09-12,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,1.0,0.0,1.0,0.14285714285714285,8,4,0,9,12314_running_history.csv
12314_20250912,12314,2025-09-12,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,1.0,-1.0,0.2857142857142857,8,4,0,9,12314_running_history.csv
12314_20250912,12314,2025-09-12,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,6.0,0.0,6.0,0.42857142857142855,8,4,0,9,12314_running_history.csv
12314_20250912,12314,2025-09-12,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,2.0,6.0,-4.0,0.5714285714285714,8,4,0,9,12314_running_history.csv
12314_20250912,12314,2025-09-12,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,18.0,2.0,16.0,0.7142857142857143,8,4,0,9,12314_running_history.csv
12314_20250912,12314,2025-09-12,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,20.0,18.0,2.0,0.8571428571428571,8,4,0,9,12314_running_history.csv
12314_20250912,12314,2025-09-12,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,7.0,20.0,-13.0,1.0,8,4,0,9,12314_running_history.csv
12314_20250913,12314,2025-09-13,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,1.0,,,0.0,8,5,1,9,12314_running_history.csv
12314_20250913,12314,2025-09-13,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,0.0,1.0,-1.0,0.14285714285714285,8,5,1,9,12314_running_history.csv
12314_20250913,12314,2025-09-13,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,0.0,0.0,0.2857142857142857,8,5,1,9,12314_running_history.csv
12314_20250913,12314,2025-09-13,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,4.0,0.0,4.0,0.42857142857142855,8,5,1,9,12314_running_history.csv
12314_20250913,12314,2025-09-13,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,2.0,4.0,-2.0,0.5714285714285714,8,5,1,9,12314_running_history.csv
12314_20250913,12314,2025-09-13,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,14.0,2.0,12.0,0.7142857142857143,8,5,1,9,12314_running_history.csv
12314_20250913,12314,2025-09-13,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,17.0,14.0,3.0,0.8571428571428571,8,5,1,9,12314_running_history.csv
12314_20250913,12314,2025-09-13,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,-13.0,17.0,-30.0,1.0,8,5,1,9,12314_running_history.csv
12314_20250914,12314,2025-09-14,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,6,1,9,12314_running_history.csv
12314_20250914,12314,2025-09-14,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,4.0,0.0,4.0,0.14285714285714285,8,6,1,9,12314_running_history.csv
12314_20250914,12314,2025-09-14,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,4.0,-4.0,0.2857142857142857,8,6,1,9,12314_running_history.csv
12314_20250914,12314,2025-09-14,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,8.0,0.0,8.0,0.42857142857142855,8,6,1,9,12314_running_history.csv
12314_20250914,12314,2025-09-14,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,1.0,8.0,-7.0,0.5714285714285714,8,6,1,9,12314_running_history.csv
12314_20250914,12314,2025-09-14,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,10.0,1.0,9.0,0.7142857142857143,8,6,1,9,12314_running_history.csv
12314_20250914,12314,2025-09-14,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,13.0,10.0,3.0,0.8571428571428571,8,6,1,9,12314_running_history.csv
12314_20250914,12314,2025-09-14,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,-10.0,13.0,-23.0,1.0,8,6,1,9,12314_running_history.csv
12314_20250915,12314,2025-09-15,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,1.0,,,0.0,8,0,0,9,12314_running_history.csv
12314_20250915,12314,2025-09-15,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,1.0,1.0,0.0,0.14285714285714285,8,0,0,9,12314_running_history.csv
12314_20250915,12314,2025-09-15,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,1.0,1.0,0.0,0.2857142857142857,8,0,0,9,12314_running_history.csv
12314_20250915,12314,2025-09-15,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,3.0,1.0,2.0,0.42857142857142855,8,0,0,9,12314_running_history.csv
12314_20250915,12314,2025-09-15,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,0.0,3.0,-3.0,0.5714285714285714,8,0,0,9,12314_running_history.csv
12314_20250915,12314,2025-09-15,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,10.0,0.0,10.0,0.7142857142857143,8,0,0,9,12314_running_history.csv
12314_20250915,12314,2025-09-15,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,15.0,10.0,5.0,0.8571428571428571,8,0,0,9,12314_running_history.csv
12314_20250915,12314,2025-09-15,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,0.0,15.0,-15.0,1.0,8,0,0,9,12314_running_history.csv
12314_20250916,12314,2025-09-16,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,1,0,9,12314_running_history.csv
12314_20250916,12314,2025-09-16,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,1.0,0.0,1.0,0.14285714285714285,8,1,0,9,12314_running_history.csv
12314_20250916,12314,2025-09-16,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,1.0,-1.0,0.2857142857142857,8,1,0,9,12314_running_history.csv
12314_20250916,12314,2025-09-16,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,13.0,0.0,13.0,0.42857142857142855,8,1,0,9,12314_running_history.csv
12314_20250916,12314,2025-09-16,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,17.0,13.0,4.0,0.5714285714285714,8,1,0,9,12314_running_history.csv
12314_20250916,12314,2025-09-16,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,27.0,17.0,10.0,0.7142857142857143,8,1,0,9,12314_running_history.csv
12314_20250916,12314,2025-09-16,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,33.0,27.0,6.0,0.8571428571428571,8,1,0,9,12314_running_history.csv
12314_20250916,12314,2025-09-16,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,1.0,33.0,-32.0,1.0,8,1,0,9,12314_running_history.csv
12314_20250917,12314,2025-09-17,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,1.0,,,0.0,8,2,0,9,12314_running_history.csv
12314_20250917,12314,2025-09-17,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,7.0,1.0,6.0,0.14285714285714285,8,2,0,9,12314_running_history.csv
12314_20250917,12314,2025-09-17,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,7.0,-7.0,0.2857142857142857,8,2,0,9,12314_running_history.csv
12314_20250917,12314,2025-09-17,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,7.0,0.0,7.0,0.42857142857142855,8,2,0,9,12314_running_history.csv
12314_20250917,12314,2025-09-17,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,2.0,7.0,-5.0,0.5714285714285714,8,2,0,9,12314_running_history.csv
12314_20250917,12314,2025-09-17,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,16.0,2.0,14.0,0.7142857142857143,8,2,0,9,12314_running_history.csv
12314_20250917,12314,2025-09-17,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,19.0,16.0,3.0,0.8571428571428571,8,2,0,9,12314_running_history.csv
12314_20250917,12314,2025-09-17,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,-2.0,19.0,-21.0,1.0,8,2,0,9,12314_running_history.csv
12314_20250918,12314,2025-09-18,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,3,0,9,12314_running_history.csv
12314_20250918,12314,2025-09-18,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,6.0,0.0,6.0,0.14285714285714285,8,3,0,9,12314_running_history.csv
12314_20250918,12314,2025-09-18,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,6.0,-6.0,0.2857142857142857,8,3,0,9,12314_running_history.csv
12314_20250918,12314,2025-09-18,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,10.0,0.0,10.0,0.42857142857142855,8,3,0,9,12314_running_history.csv
12314_20250918,12314,2025-09-18,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,0.0,10.0,-10.0,0.5714285714285714,8,3,0,9,12314_running_history.csv
12314_20250918,12314,2025-09-18,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,10.0,0.0,10.0,0.7142857142857143,8,3,0,9,12314_running_history.csv
12314_20250918,12314,2025-09-18,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,13.0,10.0,3.0,0.8571428571428571,8,3,0,9,12314_running_history.csv
12314_20250918,12314,2025-09-18,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,-8.0,13.0,-21.0,1.0,8,3,0,9,12314_running_history.csv
12314_20250919,12314,2025-09-19,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,4,0,9,12314_running_history.csv
12314_20250919,12314,2025-09-19,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,3.0,0.0,3.0,0.14285714285714285,8,4,0,9,12314_running_history.csv
12314_20250919,12314,2025-09-19,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,1.0,3.0,-2.0,0.2857142857142857,8,4,0,9,12314_running_history.csv
12314_20250919,12314,2025-09-19,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,5.0,1.0,4.0,0.42857142857142855,8,4,0,9,12314_running_history.csv
12314_20250919,12314,2025-09-19,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,8.0,5.0,3.0,0.5714285714285714,8,4,0,9,12314_running_history.csv
12314_20250919,12314,2025-09-19,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,22.0,8.0,14.0,0.7142857142857143,8,4,0,9,12314_running_history.csv
12314_20250919,12314,2025-09-19,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,33.0,22.0,11.0,0.8571428571428571,8,4,0,9,12314_running_history.csv
12314_20250919,12314,2025-09-19,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,16.0,33.0,-17.0,1.0,8,4,0,9,12314_running_history.csv
12314_20250920,12314,2025-09-20,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,5,1,9,12314_running_history.csv
12314_20250920,12314,2025-09-20,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,3.0,0.0,3.0,0.14285714285714285,8,5,1,9,12314_running_history.csv
12314_20250920,12314,2025-09-20,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,1.0,3.0,-2.0,0.2857142857142857,8,5,1,9,12314_running_history.csv
12314_20250920,12314,2025-09-20,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,0.0,1.0,-1.0,0.42857142857142855,8,5,1,9,12314_running_history.csv
12314_20250920,12314,2025-09-20,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,0.0,0.0,0.0,0.5714285714285714,8,5,1,9,12314_running_history.csv
12314_20250920,12314,2025-09-20,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,137.0,0.0,137.0,0.7142857142857143,8,5,1,9,12314_running_history.csv
12314_20250920,12314,2025-09-20,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,142.0,137.0,5.0,0.8571428571428571,8,5,1,9,12314_running_history.csv
12314_20250920,12314,2025-09-20,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,133.0,142.0,-9.0,1.0,8,5,1,9,12314_running_history.csv
12314_20250921,12314,2025-09-21,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,235.0,,,0.0,8,6,1,9,12314_running_history.csv
12314_20250921,12314,2025-09-21,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,271.0,235.0,36.0,0.14285714285714285,8,6,1,9,12314_running_history.csv
12314_20250921,12314,2025-09-21,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,255.0,271.0,-16.0,0.2857142857142857,8,6,1,9,12314_running_history.csv
12314_20250921,12314,2025-09-21,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,271.0,255.0,16.0,0.42857142857142855,8,6,1,9,12314_running_history.csv
12314_20250921,12314,2025-09-21,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,260.0,271.0,-11.0,0.5714285714285714,8,6,1,9,12314_running_history.csv
12314_20250921,12314,2025-09-21,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,293.0,260.0,33.0,0.7142857142857143,8,6,1,9,12314_running_history.csv
12314_20250921,12314,2025-09-21,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,296.0,293.0,3.0,0.8571428571428571,8,6,1,9,12314_running_history.csv
12314_20250921,12314,2025-09-21,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,261.0,296.0,-35.0,1.0,8,6,1,9,12314_running_history.csv
12314_20250922,12314,2025-09-22,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,0,0,9,12314_running_history.csv
12314_20250922,12314,2025-09-22,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,11.0,0.0,11.0,0.14285714285714285,8,0,0,9,12314_running_history.csv
12314_20250922,12314,2025-09-22,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,11.0,-11.0,0.2857142857142857,8,0,0,9,12314_running_history.csv
12314_20250922,12314,2025-09-22,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,8.0,0.0,8.0,0.42857142857142855,8,0,0,9,12314_running_history.csv
12314_20250922,12314,2025-09-22,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,2.0,8.0,-6.0,0.5714285714285714,8,0,0,9,12314_running_history.csv
12314_20250922,12314,2025-09-22,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,20.0,2.0,18.0,0.7142857142857143,8,0,0,9,12314_running_history.csv
12314_20250922,12314,2025-09-22,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,24.0,20.0,4.0,0.8571428571428571,8,0,0,9,12314_running_history.csv
12314_20250922,12314,2025-09-22,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,51.0,24.0,27.0,1.0,8,0,0,9,12314_running_history.csv
12314_20250923,12314,2025-09-23,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,1.0,,,0.0,8,1,0,9,12314_running_history.csv
12314_20250923,12314,2025-09-23,12314_NDLS_SDAH,1,CNB,KANPUR CENTRAL,,NDLS,,,5.0,1.0,4.0,0.14285714285714285,8,1,0,9,12314_running_history.csv
12314_20250923,12314,2025-09-23,12314_NDLS_SDAH,2,DDU,PT DEEN DAYAL UPADHYAY JN,,CNB,,,0.0,5.0,-5.0,0.2857142857142857,8,1,0,9,12314_running_history.csv
12314_20250923,12314,2025-09-23,12314_NDLS_SDAH,3,GAYA,GAYA JN,,DDU,,,14.0,0.0,14.0,0.42857142857142855,8,1,0,9,12314_running_history.csv
12314_20250923,12314,2025-09-23,12314_NDLS_SDAH,4,DHN,DHANBAD JN,,GAYA,,,0.0,14.0,-14.0,0.5714285714285714,8,1,0,9,12314_running_history.csv
12314_20250923,12314,2025-09-23,12314_NDLS_SDAH,5,ASN,ASANSOL JN,,DHN,,,7.0,0.0,7.0,0.7142857142857143,8,1,0,9,12314_running_history.csv
12314_20250923,12314,2025-09-23,12314_NDLS_SDAH,6,DGR,DURGAPUR,,ASN,,,13.0,7.0,6.0,0.8571428571428571,8,1,0,9,12314_running_history.csv
12314_20250923,12314,2025-09-23,12314_NDLS_SDAH,7,SDAH,SEALDAH,,DGR,,,-17.0,13.0,-30.0,1.0,8,1,0,9,12314_running_history.csv
12314_20250924,12314,2025-09-24,12314_NDLS_SDAH,0,NDLS,NEW DELHI,,,,,0.0,,,0.0,8,2,0,9,12314_running_history.csv
